ZIP Code,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Fire - Incurred Losses,Non-CAT Cov A Fire - Number of Claims,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Fire - Incurred Losses,CAT Cov A Fire - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,CAT Cov C Fire - Incurred Losses,CAT Cov C Fire - Number of Claims,CAT Cov C Smoke - Incurred Losses,CAT Cov C Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021
94063,442300.44,314616.27,0.27,1379,488,4,1,0,1698289,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811872,1839
94064,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94065,697700.6,489296.16,0.35,891,460,8,0,0,1654601,1358,22864,2,0,0,11759,1,0,0,0,0,0,0,0,0,0,0,1787627,1349
94066,527525.08,372418.57,0.53,3582,1741,673,28,2,6294632,6026,931538,6,0,0,629601,4,0,0,0,0,0,0,0,0,0,0,6889315,6032
94070,771753.21,553912.88,0.87,2250,2329,741,363,13,7413531,5696,690304,2,0,0,159156,2,0,0,0,0,0,0,0,0,0,0,8178993,5691
94074,825917.84,545586.92,1.85,1,20,10,9,3,107990,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129336,44
94080,508521.32,358658.15,0.31,5691,2236,112,3,2,8049392,8044,971918,5,9334,1,389862,4,0,0,103221,3,0,0,81972,2,0,0,8707187,7993
94085,409199.92,283256.74,0.27,1039,391,0,0,0,1062507,1430,368542,1,3266,1,100000,1,625,1,0,0,0,0,0,0,0,0,1126707,1412
94086,507294.57,353711.36,0.3,2453,1041,5,0,0,3107516,3500,1406115,4,0,0,620061,3,0,0,0,0,6407,1,0,0,0,0,3352636,3470
94087,583913.37,413199.42,0.34,5116,2569,22,0,0,7379116,7707,651320,6,13295,1,237315,3,19757,1,0,0,0,0,3446,1,0,0,7997327,7631
94088,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94089,384283.6,268006.71,0.25,792,268,0,0,0,788049,1059,0,0,0,0,2578,1,0,0,0,0,0,0,0,0,0,0,848225,1051
94102,1129751.34,745316.02,0.39,62,39,0,0,0,228559,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247931,105
94103,1003450.57,661013.02,0.43,95,64,2,0,0,306048,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320114,160
94104,543000.0,407250.0,0.0,1,0,0,0,0,2212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363,1
94105,297103.63,188733.07,0.67,0,1,0,0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,2
94107,890414.29,602981.52,0.5,510,461,14,0,0,1657403,985,951636,3,0,0,96730,2,0,0,79022,1,0,0,5840,1,0,0,1849510,1016
94108,1852268.68,1042420.04,0.6,16,13,3,0,0,109287,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141958,34
94109,2099538.93,1150981.84,0.59,194,179,29,0,0,1671901,403,5714212,5,0,0,651984,4,0,0,0,0,0,0,0,0,0,0,1833755,404
94110,767841.77,530856.72,0.45,2438,1896,28,1,0,7068857,4362,0,0,0,0,0,0,0,0,0,0,0,0,77063,1,0,0,7811708,4450
94111,3609083.0,1720748.5,1.5,0,1,1,0,0,16172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21254,3
94112,522012.6,361016.94,0.31,7035,3110,16,1,0,11326522,10163,410416,3,0,0,87795,2,0,0,0,0,3059,1,20130,1,0,0,12199144,10149
94114,1129622.51,758832.12,0.53,1433,1411,67,4,0,6360075,2914,1894857,4,0,0,264749,2,0,0,0,0,0,0,84668,2,0,0,7002783,2992
94115,2920693.84,1417323.72,0.7,384,462,102,0,0,5324176,948,0,0,0,0,0,0,0,0,0,0,0,0,997,1,0,0,5380383,970
94116,618807.27,430122.66,0.31,5360,2410,11,0,0,10190715,7781,386501,4,0,0,211399,4,0,0,0,0,0,0,0,0,0,0,10893757,7812
94117,1408220.27,936999.44,0.68,551,698,94,9,0,3887373,1352,74222,2,0,0,28690,2,0,0,0,0,0,0,0,0,0,0,4287591,1398
94118,1486888.43,877304.45,0.52,1361,1083,126,0,0,7588041,2570,365583,2,0,0,92058,2,0,0,0,0,0,0,0,0,0,0,8167432,2597
94119,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94121,934504.87,617973.66,0.39,2614,1555,42,0,0,7721719,4211,1171865,4,0,0,160501,3,0,0,0,0,0,0,0,0,0,0,8233232,4232
94122,651890.7,448924.37,0.33,4805,2308,11,1,0,9857243,7124,1271962,3,0,0,255569,3,0,0,0,0,0,0,71550,1,0,0,10589046,7148
94123,2199007.62,1222065.25,0.68,508,529,130,1,0,4892445,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306592,1213
94124,478416.61,329291.98,0.32,1948,917,2,0,0,3213831,2867,490627,3,0,0,145414,3,0,0,0,0,0,0,0,0,0,0,3372747,2829
94127,861931.97,604326.83,0.47,2441,1686,153,9,0,7294974,4289,571977,2,899,1,0,0,0,0,0,0,0,0,0,0,0,0,7957907,4333
94128,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94129,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,1
94130,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94131,793188.61,553583.62,0.55,1971,1625,212,13,0,5896680,3821,62879,3,14114,1,458,1,13265,1,0,0,0,0,0,0,0,0,6450474,3861
94132,594981.41,413673.44,0.32,1944,896,2,1,0,3558986,2842,191161,1,0,0,63720,1,0,0,0,0,0,0,0,0,0,0,3839563,2860
94133,1466181.09,850845.66,0.56,202,180,23,0,0,1129923,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302128,417
94134,481650.84,332591.8,0.34,3023,1448,36,0,0,4721109,4507,261730,4,0,0,270909,3,0,0,0,0,0,0,0,0,0,0,5094149,4526
94142,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94146,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94150,668600.0,501500.0,0.0,1,0,0,0,0,1819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94158,400600.0,282083.33,0.33,2,1,0,0,0,2132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,3
94160,1299000.0,649500.0,2.0,0,0,1,0,0,2743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0
94301,1291588.26,824382.09,1.23,186,1360,688,1,1,4616585,2236,906555,1,0,0,446877,2,0,0,0,0,0,0,0,0,0,0,5100095,2213
94302,6053000.0,3026500.0,1.0,0,1,0,0,0,6666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0
94303,594852.49,415193.31,0.46,2715,1895,143,3,0,5132791,4756,143931,7,0,0,38554,4,0,0,0,0,0,0,0,0,0,0,5517273,4648
94304,1684828.11,1074401.94,1.38,30,39,27,23,1,307660,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349045,121
94305,1119907.91,788176.02,1.3,23,248,73,32,0,692986,377,138805,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787149,372
94306,746643.59,517739.03,0.49,1993,1538,71,30,0,4437744,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4881589,3630
94401,508166.37,362259.13,0.34,1740,846,21,1,0,2548049,2608,40747,2,0,0,5960,1,0,0,0,0,0,0,0,0,0,0,2753976,2576
94402,847975.13,604611.21,0.84,1535,1935,588,139,0,5994151,4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6606154,4194
94403,615444.96,443661.18,0.52,3265,2126,334,76,0,6380920,5802,22687,3,0,0,3437,2,0,0,0,0,0,0,0,0,0,0,6919756,5730
94404,649587.03,464615.26,0.34,2459,1246,7,1,0,4209041,3713,28718,2,0,0,15818,2,0,0,0,0,0,0,0,0,0,0,4489773,3658
94501,626844.62,439902.56,0.42,3369,2430,1,0,0,7636109,5800,751286,5,0,0,590579,4,0,0,0,0,0,0,0,0,0,0,8451612,5873
94502,611718.36,429613.67,0.41,1146,804,0,0,0,2409169,1950,249682,2,0,0,303145,3,0,0,0,0,0,0,0,0,0,0,2629596,1943
94503,553296.11,383913.27,0.38,2024,975,84,6,0,3446036,3089,57811,5,79654,7,8026,3,5042,3,254527,17,320375,30,21374,6,21434,10,3783390,3048
94505,656053.41,458223.47,0.33,2308,1129,0,0,1,4305145,3437,41992,1,0,0,1297,1,0,0,0,0,7529,1,0,0,0,0,4687034,3344
94506,1124381.94,756025.49,0.89,1666,2113,886,122,10,9475634,4797,1339742,3,0,0,390638,3,175,1,0,0,0,0,41025,1,0,0,11090664,4925
94507,1318380.21,890113.05,1.61,64,1672,1156,460,16,8248991,3368,187053,3,0,0,25216,2,0,0,0,0,0,0,0,0,0,0,9752969,3454
94508,905876.17,603742.49,2.58,0,18,137,219,10,965875,385,0,0,0,0,0,0,0,0,6705364,19,322668,7,1649464,22,163805,7,1053503,360
94509,417629.77,292565.18,0.37,5811,2734,242,1,0,9085861,8788,1880140,20,21274,2,759223,14,16842,1,371482,2,79753,10,184281,2,2094,3,9998879,8700
94510,547403.51,391669.76,0.68,2188,1955,639,4,0,5612886,4786,9839,1,0,0,8067,2,0,0,18120,3,5055,1,2884,1,2891,1,6259009,4768
94511,426618.91,296800.5,0.43,159,119,0,0,0,339094,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419430,307
94512,629944.0,370814.0,0.8,2,3,1,0,0,8623,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6498,5
94513,605373.13,410976.71,0.43,6938,4029,305,93,1,13623330,11366,98611,6,96244,3,102677,5,0,0,9870,2,61080,5,0,0,10650,2,15055261,11209
94514,601047.15,402410.78,0.37,135,72,2,0,0,324373,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354003,203
94515,838875.79,579584.54,1.4,213,381,181,195,12,1982373,981,465507,3,9229,1,97941,5,2585,1,23654126,63,720488,22,5871213,49,279785,23,2080615,923
94516,777933.34,561952.16,2.14,1,0,20,6,0,41062,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49785,29
94517,682560.78,479344.96,0.74,1085,1092,352,29,5,3763325,2563,36642,2,2643,1,70562,2,270,1,0,0,0,0,0,0,0,0,4385266,2617
94518,521047.48,370681.57,0.44,2521,1442,183,8,0,4560309,4154,42283,2,0,0,171,1,0,0,757716,2,0,0,371155,2,0,0,5061531,4124
94519,427498.96,302936.76,0.31,2350,1051,1,0,0,3128969,3402,728534,2,0,0,94843,1,0,0,0,0,0,0,25620,2,0,0,3504141,3395
94520,369184.34,259337.66,0.3,1927,767,23,0,0,2337304,2717,196036,6,9987,1,6556,2,1037,1,0,0,0,0,0,0,0,0,2560348,2667
94521,522614.72,372165.0,0.41,4595,2486,261,5,0,8118181,7348,474492,8,0,0,84724,6,0,0,0,0,0,0,0,0,0,0,9177684,7348
94522,330425.0,247875.0,1.25,1,2,0,1,0,4043,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94523,536024.47,381283.35,0.62,2811,2010,523,116,2,6008543,5462,1854744,7,0,0,591660,9,0,0,0,0,0,0,0,0,0,0,6673756,5415
94525,509031.17,353825.97,1.16,157,187,239,7,0,707885,590,49238,1,0,0,47219,1,0,0,0,0,0,0,0,0,0,0,809899,595
94526,837072.5,572430.78,1.01,1683,3019,1352,181,6,10281404,6239,1030085,7,0,0,483811,6,0,0,0,0,0,0,0,0,0,0,12085209,6324
94528,1837357.82,1216244.34,1.86,1,65,110,34,2,738986,212,80469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942661,246
94529,516552.0,387414.0,0.0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94530,565346.4,394341.37,0.61,2423,1433,597,45,1,5675570,4498,443727,3,9504,1,211458,3,2263,1,0,0,0,0,0,0,0,0,6300982,4517
94531,561458.71,382116.22,0.4,4221,1963,328,1,0,8136797,6513,1317268,15,72398,5,366258,6,0,0,16551,2,56884,7,0,0,2567,3,8985564,6596
94533,434149.6,302618.93,0.36,6252,3028,147,11,2,9169103,9441,579038,28,163308,14,208533,16,29292,5,968405,81,1369235,124,174681,43,161268,61,10219149,9486
94534,609699.69,420735.83,0.66,3779,3010,831,117,31,9789965,7769,303098,18,81129,9,104871,16,9218,4,3906335,54,845663,74,1071080,26,150881,32,11062634,7704
94535,589045.33,103706.0,0.33,2,1,0,0,0,2182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,1
94536,509231.85,356049.71,0.28,6536,2298,104,5,0,9022892,8943,72967,3,0,0,11487,4,0,0,0,0,0,0,49697,1,0,0,9908943,8843
94537,406400.0,305000.0,0.0,1,0,0,0,0,648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94538,425996.36,295210.65,0.22,4885,1406,1,0,0,5429582,6292,1479260,6,37705,1,679609,4,20541,1,0,0,8340,1,0,0,0,0,5893842,6186
94539,712863.68,493668.25,0.32,6670,2051,378,18,5,11354253,9122,440627,1,1320,1,233762,3,0,0,0,0,0,0,0,0,0,0,12433902,9029
94540,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94541,438801.97,302815.61,0.66,2832,1884,746,88,0,5808167,5550,199303,6,0,0,152273,3,0,0,600000,1,0,0,54045,1,0,0,6478229,5527
94542,722441.76,482710.75,1.61,293,734,1116,343,5,3847930,2491,100393,5,0,0,20804,3,0,0,0,0,0,0,0,0,0,0,4513062,2522
94544,424905.1,288167.18,0.3,4969,1725,98,45,0,6758460,6837,753855,8,0,0,318115,6,0,0,0,0,15031,1,0,0,0,0,7441069,6747
94545,452577.82,311219.61,0.26,3208,1118,2,0,0,4093362,4328,69068,4,0,0,1375,1,0,0,0,0,0,0,0,0,0,0,4525033,4270
94546,513103.91,358693.66,0.66,3262,2483,803,89,1,7234308,6638,425110,5,0,0,102293,4,0,0,0,0,4282,2,22500,1,0,0,8171689,6628
94547,554961.86,381300.67,0.63,2051,1245,591,13,0,4329063,3901,25713,2,41398,2,1707,1,20436,2,0,0,10766,1,0,0,0,0,4846954,3853
94548,568139.84,399375.25,0.4,45,21,4,0,0,111145,70,41525,1,0,0,3714,1,0,0,0,0,0,0,0,0,0,0,116125,69
94549,1005811.01,695942.07,1.8,113,2462,1337,1584,12,11364387,5507,221038,2,0,0,101603,2,0,0,0,0,0,0,0,0,0,0,13509909,5696
94550,622739.93,444020.45,0.49,5058,4186,137,28,20,10826898,9430,184537,4,0,0,22647,3,0,0,956133,9,40943,2,739015,10,11027,2,11954472,9272
94551,483932.76,343705.35,0.43,3474,2293,95,8,0,5911604,5870,8904,1,109798,1,3872,1,47892,1,0,0,0,0,0,0,0,0,6561212,5828
94552,683023.8,470836.85,1.5,546,800,1296,342,21,4679163,3006,374100,5,0,0,15098,2,0,0,0,0,0,0,0,0,0,0,5465995,3031
94553,503706.47,359534.19,0.65,4272,3159,840,184,21,9396179,8475,710038,6,0,0,270713,5,0,0,0,0,808,1,9242,1,0,0,10598089,8462
94555,505427.23,343808.13,0.22,3801,1062,0,0,0,4521080,4863,0,0,0,0,0,0,0,0,7706,1,0,0,0,0,0,0,4929306,4757
94556,852409.03,598353.44,1.6,66,1479,701,509,6,4891475,2760,359837,1,10951,1,236731,1,0,0,0,0,0,0,0,0,0,0,5884726,2868
94557,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94558,680502.27,458180.26,0.85,4023,4955,1188,541,49,14311077,10757,3872346,11,12046,1,2631239,9,0,0,56691452,141,565255,31,20122991,125,147477,33,16233828,10506
94559,544352.69,371698.61,0.54,1884,1410,135,59,5,3769895,3493,754620,3,0,0,323880,4,0,0,0,0,2945,1,8706,1,0,0,4248524,3497
94560,479015.47,327879.71,0.25,5070,1655,1,0,0,6245193,6726,76872,4,0,0,158757,3,0,0,0,0,14195,1,0,0,0,0,6912984,6718
94561,513908.73,354168.99,0.37,4766,2692,44,0,0,7681745,7501,1235088,13,115407,5,522621,11,75083,4,52011,2,35781,5,853,1,1914,2,8674977,7672
94562,2581079.16,1719005.94,0.44,7,0,0,1,0,44429,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57723,9
94563,1083313.43,757116.98,1.95,90,1855,819,1735,30,10339758,4528,675225,3,0,0,405236,4,0,0,0,0,0,0,0,0,0,0,12395115,4789
94564,465452.41,327504.41,0.79,1590,1282,707,57,0,3729134,3636,92249,3,26993,2,17199,2,17126,1,0,0,40924,2,0,0,0,0,4181364,3631
94565,419478.96,290141.68,0.43,7482,3346,769,29,2,11550663,11628,1394562,18,132521,9,678221,12,23623,5,0,0,33441,4,0,0,8552,1,12802997,11600
94566,792023.09,547138.42,0.58,3870,3014,599,56,7,10957569,7544,1615617,5,0,0,271210,2,0,0,2419,1,0,0,1008,1,0,0,12227200,7423
94567,502778.68,351406.58,2.99,0,6,8,65,18,175874,97,2169,1,0,0,0,0,0,0,2931250,14,7897,1,1294478,12,3879,1,173468,92
94568,684686.82,450204.44,0.5,5598,2030,962,138,4,9665552,8731,141836,2,0,0,18236,3,0,0,0,0,0,0,0,0,0,0,10919251,8689
94569,503330.93,346359.08,1.67,1,15,25,3,0,56589,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66437,44
94571,446573.37,297786.22,0.34,1942,835,68,0,0,2322989,2845,914,2,47751,2,225,1,13053,1,9255,1,0,0,0,0,0,0,2688198,2938
94572,437245.76,307062.53,0.38,948,452,49,0,0,1399945,1449,560531,5,0,0,151397,5,0,0,0,0,5882,1,0,0,0,0,1524254,1442
94573,2600121.36,1387435.07,1.1,3,13,1,2,0,68387,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82358,18
94574,1436156.07,782222.24,1.4,305,559,204,280,30,4018343,1378,111098,4,25871,2,24747,2,11136,1,141706273,160,1295162,29,49799134,109,503486,27,3670255,1214
94575,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94576,1387917.72,811366.53,2.99,1,0,0,37,3,116392,41,0,0,0,0,0,0,0,0,8177612,14,544484,4,2364508,10,400965,4,76032,26
94577,464195.4,325438.81,0.39,3731,1928,122,21,0,5954373,5804,188871,8,0,0,116411,4,1215,1,0,0,0,0,0,0,0,0,6573625,5756
94578,414823.2,285710.29,0.31,2490,1033,28,0,0,3350440,3551,575602,5,0,0,85401,5,0,0,0,0,5364,1,0,0,0,0,3640019,3502
94579,424749.27,291062.73,0.32,2183,1034,1,0,0,2941459,3218,356854,4,0,0,236810,4,0,0,3100,1,0,0,0,0,0,0,3185972,3158
94580,397205.4,277820.6,0.33,2941,1475,1,0,0,4026607,4416,4251,1,0,0,3815,1,0,0,11843,1,0,0,5710,1,0,0,4380565,4335
94581,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94582,794042.02,534069.64,0.38,4697,1401,521,17,3,8665016,6639,162252,3,0,0,99282,3,0,0,0,0,0,0,245692,1,0,0,9513025,6433
94583,664807.13,464565.85,0.71,2763,2466,841,64,6,8078280,6139,202831,4,0,0,125608,2,0,0,0,0,0,0,23794,1,0,0,9144468,6145
94585,414338.17,289358.98,0.3,3243,1394,4,1,0,4523295,4641,1464616,15,128092,14,515072,8,10788,4,248224,17,466032,51,21934,9,48040,18,4966031,4566
94586,845759.35,568408.24,2.05,3,55,94,54,8,408533,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482357,223
94587,490602.82,341565.72,0.26,6396,2154,22,0,2,8760134,8574,804898,5,0,0,512220,3,0,0,142618,1,14587,3,0,0,0,0,9608334,8384
94588,664213.75,461855.89,0.49,2840,1472,305,65,2,5999611,4684,445106,3,0,0,135462,3,0,0,0,0,0,0,0,0,0,0,6680142,4604
94589,370053.27,260202.92,0.22,3244,905,10,0,0,3706676,4160,746465,12,103023,10,215593,5,32311,6,158838,15,256216,29,28394,7,32580,10,4051700,4086
94590,404486.52,283162.41,0.26,2567,909,4,0,0,3347247,3480,954062,11,55755,5,203357,4,11628,3,45558,4,78897,11,15005,4,31943,6,3701441,3469
94591,473085.46,327901.42,0.34,6368,2198,424,16,1,9381430,9007,951212,25,103391,12,323776,14,11035,5,277697,28,506844,45,84429,21,79766,19,10329789,8915
94592,669448.89,438228.46,0.25,112,38,0,0,0,173797,150,0,0,0,0,0,0,0,0,0,0,7944,1,0,0,4553,1,199967,155
94595,712577.12,495304.63,1.72,46,677,516,327,0,2447141,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712200,1531
94596,742872.04,523114.07,1.64,123,991,854,392,2,3618754,2362,190020,3,0,0,338199,2,0,0,0,0,0,0,0,0,0,0,4183811,2364
94597,587383.55,410459.64,0.87,917,785,194,224,1,2651257,2121,55896,2,0,0,28388,2,0,0,0,0,0,0,0,0,0,0,2992642,2131
94598,745089.1,521140.36,0.7,1850,2066,289,132,1,6172242,4338,286299,2,743,1,75246,2,1605,1,0,0,0,0,0,0,0,0,6940238,4339
94599,825160.15,470185.03,0.54,152,138,10,0,1,403719,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479443,311
94601,403582.36,274593.61,0.33,1838,917,0,0,0,3326098,2755,362268,4,0,0,124390,4,0,0,0,0,9391,1,0,0,0,0,3603940,2791
94602,580438.77,404435.15,0.75,2293,1747,405,332,8,7070684,4784,1659735,7,0,0,537496,5,0,0,0,0,0,0,27591,1,0,0,7925735,4815
94603,324064.56,220588.43,0.32,1843,856,0,1,0,2717444,2700,201386,9,6363,1,40565,5,0,0,27619,2,0,0,4388,2,0,0,2939402,2704
94605,497351.84,347816.85,1.01,2140,2379,1134,509,8,8597164,6171,940773,11,6187,1,309482,8,0,0,127400,3,31211,4,32920,1,0,0,9750815,6247
94606,480553.21,321119.91,0.27,1017,377,2,0,0,1858633,1396,199026,1,0,0,124024,1,0,0,0,0,0,0,0,0,0,0,2032467,1423
94607,504177.97,342219.4,0.33,462,225,1,0,0,909102,687,225872,1,0,0,133043,1,0,0,0,0,8642,1,0,0,0,0,1005172,710
94608,462941.64,318350.32,0.34,1091,567,1,0,0,2167639,1659,124641,2,486,1,23850,2,0,0,0,0,0,0,0,0,0,0,2403653,1709
94609,542341.45,374306.37,0.34,1077,542,2,0,0,2459635,1621,60879,2,0,0,26106,2,0,0,0,0,0,0,0,0,0,0,2676699,1650
94610,862368.72,594617.21,0.81,1172,1253,292,168,0,5638896,2885,6053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6186957,2917
94611,966524.03,645461.23,1.99,784,1751,1047,3113,84,15352147,6779,968193,3,0,0,335748,3,0,0,0,0,0,0,0,0,0,0,17074655,6851
94612,491498.67,325400.77,0.31,77,34,0,0,0,143903,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162025,110
94613,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94614,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94615,350800.0,263300.0,0.0,1,0,0,0,0,704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94618,902787.62,624411.01,0.84,1126,1206,354,153,3,5514118,2843,54129,2,0,0,13456,3,0,0,0,0,0,0,0,0,0,0,6343416,2912
94619,560948.88,389048.41,0.81,1963,1365,504,331,6,6145004,4170,1026405,5,0,0,360633,5,0,0,0,0,0,0,0,0,0,0,7055512,4271
94621,320147.61,216529.43,0.29,1405,585,1,0,0,2158739,1991,154735,4,0,0,73511,3,0,0,0,0,7383,1,0,0,1750,1,2375004,2039
94701,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94702,478131.47,335719.65,0.31,1612,713,1,0,0,2894457,2327,0,0,0,0,4941,1,0,0,11500,1,0,0,0,0,0,0,3214379,2365
94703,568325.07,398671.15,0.34,1291,660,1,0,0,2872897,1952,162080,2,0,0,65596,1,0,0,0,0,0,0,571,1,0,0,3187775,1986
94704,800842.86,564515.06,0.88,141,144,12,28,11,716934,336,306643,1,0,0,82138,2,0,0,0,0,0,0,0,0,0,0,804370,348
94705,1145078.92,780704.73,1.27,468,944,360,322,13,5296720,2107,22957,1,0,0,13014,1,0,0,0,0,0,0,42621,1,0,0,6132427,2126
94706,533793.72,372270.02,0.38,1480,858,11,1,0,2776000,2349,112037,1,0,0,79772,1,0,0,0,0,0,0,0,0,0,0,3080390,2382
94707,846374.53,600962.46,1.41,426,1467,587,530,3,5509983,3013,149000,5,0,0,4341,3,0,0,0,0,0,0,11304,1,0,0,6292779,3064
94708,858745.01,605685.47,1.84,111,1297,405,1038,16,5573804,2866,32412,1,0,0,49757,1,0,0,0,0,0,0,40096,1,0,0,6504016,2969
94709,825941.96,587300.49,0.83,200,260,66,21,0,1058238,547,5405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186522,553
94710,510374.24,363097.81,0.35,407,218,0,1,0,770233,626,80704,2,0,0,16176,1,0,0,0,0,0,0,0,0,0,0,847097,628
94720,447000.0,335250.0,2.0,0,0,1,0,0,1671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1
94801,390094.65,264007.99,0.28,1763,560,33,11,0,2331930,2367,216588,3,0,0,66792,2,0,0,0,0,0,0,0,0,0,0,2551307,2363
94802,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94803,509573.39,355725.03,1.11,1379,1711,1508,201,2,5800437,4800,617356,4,0,0,355407,2,0,0,0,0,0,0,78338,2,0,0,6495155,4776
94804,358444.56,248873.34,0.23,3622,1090,0,0,0,4529717,4712,906556,9,5785,2,356686,3,0,0,0,0,5418,1,0,0,0,0,4913062,4679
94805,425449.46,295652.44,0.44,1618,720,142,30,2,2706352,2511,40094,2,0,0,1491,2,0,0,0,0,0,0,0,0,0,0,3009151,2519
94806,369468.34,258080.89,0.34,4526,1652,223,23,0,6124419,6425,105531,10,0,0,18619,6,0,0,0,0,8160,1,0,0,0,0,6617170,6335
94901,888638.17,626878.96,1.34,727,2265,1246,538,9,7839470,4785,818857,6,34039,1,367314,5,0,0,0,0,0,0,0,0,0,0,9026560,4900
