ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,Total CAT Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium,Avg CAT Loss,Avg Non-CAT Loss,Avg CAT Claims,Avg Non-CAT Claims,Avg Premium 2021,Claim Frequency,Average Claim Severity
95066,458875.47,1.94,152,634,937,715,32,15696,1,9955,3,399,1,37647,11,4593413,2463,1623.2251012145748,15.2417004048583,10.54655870445344,0.0020242914979757085,0.004453441295546558,1864.96670726756,0.006477732793522267,3981.0625
95070,700468.43,0.89,2597,2755,913,465,12,0,0,799833,6,0,0,19047,1,12901694,6761,1687.4231054426814,2.8247071036630578,118.61678777991992,0.0008898116565327006,0.00014830194275545008,1908.2523295370506,0.0010381135992881506,116982.85714285714
95076,327970.02,0.78,4323,2713,689,805,52,0,0,62390,6,0,0,0,0,11074264,8590,1137.5966445298845,0.0,7.269020156122568,0.0006990562740300594,0.0,1289.2041909196741,0.0006990562740300594,10398.333333333334
95110,267303.72,0.26,695,245,0,0,0,0,0,18610,1,0,0,9194,1,880801,946,850.7842720510096,9.770456960680127,19.776833156216792,0.0010626992561105207,0.0010626992561105207,931.0792811839324,0.0021253985122210413,13902.0
95111,276272.31,0.26,3290,1060,46,0,0,0,0,135436,3,0,0,0,0,4080359,4322,854.6294358507735,0.0,30.808917197452228,0.0006824385805277526,0.0,944.0904673762147,0.0006824385805277526,45145.333333333336
95112,331143.31,0.39,1675,1027,9,0,0,0,0,398402,7,0,0,0,0,2887714,2698,973.3906307635559,0.0,146.9575802286979,0.0025820730357801547,0.0,1070.3165307635286,0.0025820730357801547,56914.57142857143
95116,245591.49,0.21,2073,557,4,0,0,0,0,0,0,0,0,4239,1,2263570,2582,801.0774193548388,1.608728652751423,0.0,0.0,0.0003795066413662239,876.6731216111541,0.0003795066413662239,4239.0
95118,334130.73,0.33,3397,1664,15,0,0,0,0,143992,1,0,0,9801,2,4970329,5020,889.2141871921182,1.931231527093596,28.372807881773397,0.00019704433497536947,0.00039408866995073894,990.1053784860558,0.0005911330049261083,51264.333333333336
95119,348185.22,0.44,1055,635,46,14,0,0,0,339339,2,0,0,0,0,1877916,1763,943.6651428571429,0.0,193.908,0.001142857142857143,0.0,1065.1820760068065,0.001142857142857143,169669.5
95120,513847.0,0.6,4387,2854,660,210,9,18677,2,631514,6,6693,1,0,0,12063543,8016,1327.6935960591134,0.0,80.89704433497538,0.0011083743842364533,0.0,1504.933008982036,0.0011083743842364533,72987.11111111111
95121,325580.43,0.29,3184,1085,87,0,0,0,0,193640,5,0,0,0,0,4412081,4269,931.339072543618,0.0,44.45362718089991,0.001147842056932966,0.0,1033.5162801592878,0.001147842056932966,38728.0
95122,236396.24,0.22,3137,855,12,0,0,0,0,6433,2,0,0,16037,2,3328064,3955,769.3415730337078,4.004244694132335,1.6062421972534333,0.0004993757802746567,0.0004993757802746567,841.4826801517067,0.0009987515605493133,5617.5
95123,332500.1,0.37,5536,2833,131,7,0,10935,2,280952,8,0,0,0,0,8497280,8358,912.2946984836018,0.0,34.311390619489835,0.0011755025273304338,0.0,1016.6642737497009,0.0011755025273304338,29188.7
95124,366371.0,0.34,5985,2894,67,4,0,2813,2,301023,2,4871,1,6783,1,9387773,8867,951.4299441340783,0.757877094972067,34.49240223463687,0.0005586592178770949,0.000111731843575419,1058.7315890380062,0.000670391061452514,52581.666666666664
95125,436298.02,0.39,4993,3093,44,0,0,0,0,145162,3,0,0,0,0,10149889,8109,1127.4478474784748,0.0,17.85510455104551,0.00036900369003690036,0.0,1251.6819583179183,0.00036900369003690036,48387.333333333336
95126,400846.76,0.41,1394,970,2,0,2,0,0,13190,2,0,0,0,0,2807696,2362,1081.6686365555086,0.0,5.567750105529759,0.0008442380751371887,0.0,1188.6943268416596,0.0008442380751371887,6595.0
95127,309966.6,0.52,4488,1835,736,140,2,7442,1,335394,4,0,0,9750,2,7686293,7045,978.7636111111111,1.3541666666666667,47.61611111111111,0.0006944444444444445,0.0002777777777777778,1091.0281050390347,0.0009722222222222222,50369.42857142857
95128,330447.92,0.35,2284,1238,6,0,0,0,0,47418,2,0,0,0,0,3415514,3538,878.1981292517007,0.0,13.44047619047619,0.0005668934240362812,0.0,965.3798756359525,0.0005668934240362812,23709.0
95129,362491.32,0.26,4007,1351,13,0,0,9299,1,98524,2,0,0,0,0,5105005,5325,879.2767225325885,0.0,20.07877094972067,0.0005586592178770949,0.0,958.6863849765258,0.0005586592178770949,35941.0
95130,337855.63,0.32,1475,684,5,0,0,0,0,0,0,0,0,11617,1,2024074,2144,852.771719038817,5.368299445471349,0.0,0.0,0.0004621072088724584,944.0643656716418,0.0004621072088724584,11617.0
95131,318233.35,0.21,2235,612,0,0,0,0,0,32922,3,0,0,0,0,2614430,2764,848.9943780744906,0.0,11.567814476458187,0.0010541110330288123,0.0,945.8863965267728,0.0010541110330288123,10974.0
95132,329525.17,0.36,3875,1455,226,29,1,0,0,690382,6,0,0,0,0,5784641,5490,946.8873769024171,0.0,123.6136078782453,0.0010743061772605193,0.0,1053.6686703096539,0.0010743061772605193,115063.66666666667
95133,318628.94,0.25,1826,609,0,0,0,0,0,0,0,0,0,9140,1,2326115,2386,882.1399835796387,3.7520525451559936,0.0,0.0,0.00041050903119868636,974.9015088013412,0.00041050903119868636,9140.0
95136,360313.18,0.37,3085,1429,151,1,0,26057,1,0,0,4815,1,8608,1,4902438,4644,954.6609515645092,1.8448349764252037,6.616373767681098,0.0004286326618088298,0.0002143163309044149,1055.6498708010336,0.0006429489927132448,13160.0
95138,575179.84,0.58,1539,848,350,11,0,0,0,1794,2,0,0,0,0,4566960,2703,1492.89192139738,0.0,0.6528384279475983,0.000727802037845706,0.0,1689.589345172031,0.000727802037845706,897.0
95140,608424.34,1.87,0,32,32,20,1,0,0,0,0,0,0,293274,1,199013,76,2229.564705882353,3450.2823529411767,0.0,0.0,0.011764705882352941,2618.592105263158,0.011764705882352941,293274.0
95148,370847.81,0.34,4362,1546,251,20,1,0,0,196337,5,0,0,0,0,7329994,5969,1075.578640776699,0.0,31.769741100323625,0.0008090614886731392,0.0,1228.0103869994973,0.0008090614886731392,39267.4
95203,228901.77,0.34,1027,525,1,0,0,0,0,6280,2,0,0,0,0,1487066,1589,862.7770618556701,0.0,4.046391752577319,0.001288659793814433,0.0,935.8502202643172,0.001288659793814433,3140.0
95204,242758.08,0.33,3103,1455,26,2,0,0,0,165788,4,0,0,14304,1,4473616,4638,894.6275621456607,3.119058002616659,36.15089402529438,0.0008722197993894462,0.00021805494984736154,964.5571366968521,0.0010902747492368076,36018.4
95205,187770.81,0.23,2499,740,7,0,0,0,0,513632,13,0,0,9709,2,2692343,3232,771.2689463955637,2.9910659272951325,158.23536660505238,0.004004929143561306,0.0006161429451632779,833.0269183168317,0.0046210720887245845,34889.4
95206,226288.44,0.23,5173,1535,0,0,0,262362,1,545507,10,61371,1,57985,6,6305615,6765,860.5564997018486,8.644156231365534,129.58258795468097,0.0017889087656529517,0.0008944543828264759,932.0938654841094,0.0026833631484794273,51512.5
95207,259271.38,0.31,3169,1415,2,1,0,0,0,83188,2,0,0,0,0,4646795,4592,933.0209287115762,0.0,18.135600610420756,0.0004360148245040331,0.0,1011.9327090592335,0.0004360148245040331,41594.0
95209,296478.1,0.28,4734,1862,0,0,0,60,1,648630,10,0,0,34708,6,7216113,6582,1011.2622801697999,5.261976955730746,98.34596725288053,0.0016676773802304426,0.0009096422073984233,1096.3404740200547,0.002577319587628866,40199.882352941175
95210,218784.12,0.25,2670,878,1,0,0,1491,1,236549,6,0,0,24935,1,3134290,3552,817.1760563380282,7.023943661971831,67.05352112676056,0.001971830985915493,0.00028169014084507044,882.4014639639639,0.0022535211267605635,32871.875
95212,339522.29,0.23,2922,874,0,0,0,102090,1,0,0,44542,1,5737,1,4559804,3809,1109.0900948366702,1.5113277133825078,38.62802950474183,0.0005268703898840885,0.00026343519494204424,1197.1131530585455,0.0007903055848261328,50789.666666666664
95215,229802.17,0.29,1627,657,1,0,0,12662,1,67849,4,2253,1,0,0,2268573,2312,908.2415754923413,0.0,36.220568927789934,0.00262582056892779,0.0,981.2166955017301,0.00262582056892779,13794.0
95219,350912.4,0.32,2732,1265,1,0,0,52480,2,20168,4,2821,1,5706,1,5213933,4088,1192.3459229614807,1.4272136068034016,18.876688344172084,0.0017508754377188595,0.0002501250625312656,1275.4239236790606,0.002001000500250125,10146.875
95223,291917.25,2.94,24,49,300,2978,251,0,0,14407,1,0,0,0,0,5115589,3519,1263.9264297612438,0.0,3.9997223764575236,0.000277623542476402,0.0,1453.7053140096618,0.000277623542476402,14407.0
95225,313666.65,1.59,5,67,56,16,1,0,0,83765,1,0,0,0,0,249106,143,1547.9172413793103,0.0,577.6896551724138,0.006896551724137931,0.0,1742.0,0.006896551724137931,83765.0
95227,390985.34,0.81,44,55,14,1,2,0,0,293072,2,0,0,0,0,184307,117,1439.0775862068965,0.0,2526.4827586206898,0.017241379310344827,0.0,1575.2735042735044,0.017241379310344827,146536.0
95236,328852.39,0.44,310,217,6,0,1,0,0,70021,2,0,0,0,0,717221,532,1231.6741573033707,0.0,131.125468164794,0.003745318352059925,0.0,1348.1597744360902,0.003745318352059925,35010.5
95240,258273.69,0.38,3245,1996,2,0,0,84247,1,262355,4,42688,1,0,0,5122256,5331,890.8073621972153,0.0,74.24947549113104,0.0011443829868395957,0.0,960.8433689739261,0.0011443829868395957,64881.666666666664
95242,304778.72,0.43,2713,2077,0,1,0,3619,1,323971,2,1714,1,0,0,5085020,5010,946.2197412353923,0.0,68.7195325542571,0.0008347245409015025,0.0,1014.9740518962076,0.0008347245409015025,82326.0
95245,279602.77,2.2,2,69,207,119,19,0,0,19603,1,0,0,0,0,764717,452,1527.44578313253,0.0,47.23614457831325,0.0024096385542168677,0.0,1691.8517699115043,0.0024096385542168677,19603.0
95249,260162.49,1.83,24,181,219,124,4,0,0,6375,1,0,0,0,0,830729,571,1291.3297101449275,0.0,11.548913043478262,0.0018115942028985507,0.0,1454.8669001751314,0.0018115942028985507,6375.0
95252,283275.11,1.8,73,1042,1744,438,40,0,0,0,0,0,0,12450,1,5217093,3488,1288.7669263031755,3.7297783103654885,0.0,0.0,0.0002995805871779509,1495.7262041284403,0.0002995805871779509,12450.0
95258,318461.9,0.46,385,331,0,0,0,0,0,138861,1,0,0,0,0,814105,739,1028.9314685314685,0.0,194.2111888111888,0.0013986013986013986,0.0,1101.6305818673884,0.0013986013986013986,138861.0
95301,237798.03,0.28,3310,1261,3,0,0,32614,1,40859,2,17463,1,0,0,4118474,4654,809.0382597289025,0.0,19.881066899868824,0.0008745080891998251,0.0,884.932101418135,0.0008745080891998251,22734.0
95304,421858.21,0.36,1080,588,7,0,0,0,0,50000,1,0,0,0,0,2408484,1690,1287.706443914081,0.0,29.832935560859188,0.0005966587112171838,0.0,1425.1384615384616,0.0005966587112171838,50000.0
95307,231986.92,0.21,4033,1097,1,1,0,22805,1,111700,6,5243,1,21720,2,4589933,5051,831.7267589163906,4.233092964334438,27.236016371077763,0.0015591502631066068,0.0003897875657766517,908.7176796673926,0.0019489378288832587,16146.8
95310,302800.5,2.78,0,0,73,199,12,0,0,58,1,0,0,0,0,395875,276,1322.4105263157894,0.0,0.20350877192982456,0.0035087719298245615,0.0,1434.3297101449275,0.0035087719298245615,58.0
95315,196143.39,0.17,1263,261,0,0,0,0,0,209657,3,0,0,0,0,1250829,1538,750.5,0.0,137.5702099737533,0.001968503937007874,0.0,813.2828348504552,0.001968503937007874,69885.66666666667
95316,251164.86,0.33,649,319,0,0,0,0,0,0,0,0,0,9510,1,925483,995,844.0630165289256,9.824380165289256,0.0,0.0,0.0010330578512396695,930.1336683417086,0.0010330578512396695,9510.0
95320,295062.09,0.38,1075,660,2,0,0,0,0,100953,2,0,0,0,0,1823978,1749,942.4818652849741,0.0,58.119170984455955,0.0011514104778353484,0.0,1042.8690680388793,0.0011514104778353484,50476.5
95322,226113.28,0.31,800,352,1,1,0,0,0,125000,1,0,0,0,0,1015820,1171,787.77710320902,0.0,108.41283607979184,0.0008673026886383347,0.0,867.4807856532877,0.0008673026886383347,125000.0
95324,237919.77,0.29,536,211,1,0,0,0,0,63762,1,0,0,0,0,657598,765,779.8823529411765,0.0,85.2433155080214,0.001336898395721925,0.0,859.6052287581699,0.001336898395721925,63762.0
95326,267512.22,0.29,1005,400,1,0,0,0,0,16718,1,0,0,0,0,1359618,1414,860.0618776671408,0.0,11.890469416785207,0.0007112375533428165,0.0,961.5403111739745,0.0007112375533428165,16718.0
95327,273389.78,2.04,4,223,325,234,16,0,0,87845,1,0,0,0,0,1120731,808,1235.4595267745954,0.0,109.39601494396015,0.0012453300124533001,0.0,1387.0433168316831,0.0012453300124533001,87845.0
95330,305263.88,0.25,3007,1016,2,0,0,0,0,287892,5,0,0,13464,2,3996641,4323,852.3915527950311,3.3450931677018634,71.52596273291925,0.0012422360248447205,0.0004968944099378882,924.5063613231553,0.0017391304347826088,43050.857142857145
95336,273598.55,0.33,4856,2355,0,0,0,0,0,162014,8,0,0,26307,2,6677084,7249,853.0583749306711,3.6476705490848587,22.464503605102607,0.0011092623405435386,0.00027731558513588466,921.1041522968685,0.0013865779256794233,18832.1
95337,325785.78,0.28,4562,1752,4,0,0,0,0,133291,4,0,0,17902,2,6303876,6568,886.0030077568466,2.8339401614690516,21.10036409688143,0.0006332119677061897,0.00031660598385309483,959.7862362971986,0.0009498179515592844,25198.833333333332
95338,248802.48,2.35,27,391,569,932,112,0,0,26536,1,0,0,0,0,3307971,2032,1455.6216748768472,0.0,13.07192118226601,0.0004926108374384236,0.0,1627.9384842519685,0.0004926108374384236,26536.0
95340,238045.79,0.29,3288,1182,69,0,0,0,0,216468,5,0,0,0,0,4176149,4681,828.8413397972676,0.0,47.70118995152049,0.0011018069634200088,0.0,892.1488998077334,0.0011018069634200088,43293.6
95341,186690.16,0.23,1837,529,1,1,0,0,0,570559,4,0,0,19231,2,1808963,2533,663.7288851351351,8.121199324324325,240.94552364864865,0.0016891891891891893,0.0008445945945945946,714.1583103039874,0.002533783783783784,98298.33333333333
95348,230845.51,0.28,2374,894,16,0,0,0,0,212469,3,0,0,5698,1,2791413,3444,749.7682704019488,1.7350791717417784,64.69823386114494,0.0009135200974421437,0.0003045066991473812,810.5148083623693,0.001218026796589525,54541.75
95350,228454.18,0.28,5367,2050,2,0,0,0,0,391872,5,0,0,0,0,6424581,7460,784.7649278878555,0.0,52.82005661140315,0.0006739452756436178,0.0,861.2038873994638,0.0006739452756436178,78374.4
95351,193228.25,0.19,3363,801,4,0,0,0,0,657659,6,0,0,1500,1,3418907,4198,750.8385704005757,0.3597985128328136,157.7498201007436,0.0014391940513312545,0.00023986567522187575,814.4132920438304,0.0016790597265531303,94165.57142857143
95354,208281.88,0.3,2223,893,17,1,0,0,0,142607,5,0,0,0,0,2751339,3142,797.9313975749841,0.0,45.50319081046586,0.001595405232929164,0.0,875.664863144494,0.001595405232929164,28521.4
95355,274876.95,0.25,6950,2239,3,10,1,0,0,811362,8,0,0,12919,1,8762878,9196,861.5579221908281,1.4039339274070854,88.17235383612258,0.000869376222560313,0.00010867202782003912,952.9010439321444,0.0009780482503803521,91586.77777777778
95356,327394.56,0.27,3397,1243,5,0,0,0,0,81244,1,0,0,0,0,5203177,4738,1001.1350129198967,0.0,17.49440137812231,0.0002153316106804479,0.0,1098.180033769523,0.0002153316106804479,81244.0
95358,213859.32,0.23,2481,741,2,0,0,0,0,72851,2,0,0,2500,1,2833308,3247,796.9385665529011,0.7756748371082842,22.603475023270246,0.0006205398696866273,0.00031026993484331366,872.5925469664305,0.000930809804529941,25117.0
95360,235342.25,0.25,1460,490,1,0,0,0,0,44010,3,0,0,0,0,1639725,1940,773.4156842644798,0.0,22.557662737057917,0.0015376729882111738,0.0,845.2190721649484,0.0015376729882111738,14670.0
95361,289601.73,0.37,3241,1764,34,11,0,0,0,202995,5,0,0,0,0,5265002,5129,927.8762621263116,0.0,40.18907147099584,0.0009899029895070284,0.0,1026.5162799766035,0.0009899029895070284,40599.0
95363,274036.19,0.33,2635,1085,28,11,17,51314,3,35657,4,0,0,87918,11,3985297,3819,939.7521186440678,23.283368644067796,23.032574152542374,0.001853813559322034,0.002913135593220339,1043.5446451950772,0.004766949152542373,9716.055555555555
95366,342438.0,0.41,1818,1244,5,0,0,0,0,493392,4,0,0,0,0,3380995,3104,983.5943919139224,0.0,160.87120965112487,0.0013042060645582002,0.0,1089.2380798969073,0.0013042060645582002,123348.0
95367,244062.32,0.24,3034,935,0,0,0,0,0,77316,3,0,0,0,0,3574275,3955,829.9062736205593,0.0,19.47996976568405,0.0007558578987150416,0.0,903.7357774968394,0.0007558578987150416,25772.0
95368,240604.97,0.26,1811,636,0,0,0,0,0,113635,4,0,0,0,0,2196450,2426,829.691867592971,0.0,46.43849611769514,0.0016346546791990192,0.0,905.3792250618302,0.0016346546791990192,28408.75
95370,281812.67,2.55,29,656,1115,2906,269,0,0,298913,3,0,0,0,0,6935753,5093,1185.948944723618,0.0,60.083015075376885,0.0006030150753768845,0.0,1361.8207343412528,0.0006030150753768845,99637.66666666667
95372,251051.38,2.74,1,25,49,285,7,0,0,7477,1,0,0,0,0,494391,381,1126.931880108992,0.0,20.373297002724797,0.0027247956403269754,0.0,1297.6141732283465,0.0027247956403269754,7477.0
95375,281180.65,2.94,0,1,14,200,3,0,0,31845,1,0,0,0,0,328859,216,1270.2155963302753,0.0,146.07798165137615,0.0045871559633027525,0.0,1522.4953703703704,0.0045871559633027525,31845.0
95376,283683.68,0.31,4592,2048,16,0,0,0,0,368476,9,0,0,0,0,6917850,6672,951.9519230769231,0.0,55.35997596153846,0.0013521634615384615,0.0,1036.8480215827337,0.0013521634615384615,40941.77777777778
95377,368399.01,0.3,3402,1338,16,21,0,8863,1,6298,2,0,0,0,0,5876960,5108,1082.6476868327402,0.0,3.1737492149884865,0.0006280092108017584,0.0,1150.5403288958496,0.0006280092108017584,5053.666666666667
95380,221263.13,0.25,3130,1027,0,0,0,0,0,325315,8,0,0,6160,1,3404100,4184,746.1676689920616,1.4818378638441183,78.2571566033197,0.0019244647582391148,0.00024055809477988935,813.5994263862333,0.002165022853019004,36830.555555555555
95382,276821.63,0.27,4078,1487,0,0,0,0,0,171361,3,0,0,0,0,5268402,5561,859.3753818508535,0.0,30.792632524707997,0.0005390835579514825,0.0,947.3839237547204,0.0005390835579514825,57120.333333333336
95383,262189.59,3.08,9,1,134,1159,286,0,0,92430,1,0,0,0,0,1896673,1588,1051.352644836272,0.0,58.20528967254408,0.0006297229219143577,0.0,1194.3784634760705,0.0006297229219143577,92430.0
95388,177092.31,0.18,1104,242,0,0,0,0,0,23465,2,0,0,0,0,1013077,1354,675.1009651076466,0.0,17.420193021529325,0.0014847809948032665,0.0,748.2104874446086,0.0014847809948032665,11732.5
95391,388939.06,0.28,2685,683,35,78,0,0,0,816,1,0,0,0,0,3783306,3693,954.3128411376041,0.0,0.2344153978741741,0.0002872737719046251,0.0,1024.4532900081235,0.0002872737719046251,816.0
95401,358189.29,0.32,2925,1288,34,6,1,13242,2,86768,6,1894,1,197237,18,4546771,4290,946.5841560883874,46.36506817113305,23.954866008462623,0.0021156558533145277,0.004231311706629055,1059.85337995338,0.006346967559943582,11079.296296296296
95403,421141.76,0.55,2881,2108,263,97,4,0,0,548123,6,0,0,366441,29,6478425,5511,1010.1341303941715,68.45525873342051,102.39547917055856,0.0011208668036614981,0.005417522884363908,1175.544365813827,0.006538389688025406,26130.4
95404,496194.17,1.27,1536,2292,1423,820,35,22588,3,47159,4,5660,1,570139,22,9772197,6162,1380.6025221094005,93.37356698329512,12.34965607599083,0.0013101867016049786,0.0036030134294136916,1585.8807205452774,0.00491320013101867,21518.2
95405,406981.67,0.77,1455,1761,417,78,5,0,0,49373,3,0,0,218370,18,4579268,3718,1077.0401076716016,58.780619111709285,13.290174966352625,0.0008075370121130552,0.004845222072678331,1231.6481979558903,0.005652759084791386,12749.666666666666
95407,309232.75,0.34,2499,1190,39,0,0,108673,6,49065,5,15182,3,239031,23,3836252,3803,899.610083132207,64.1005631536605,46.3716814159292,0.0037543577366586215,0.006167873424510592,1008.7436234551669,0.009922231161169213,11133.81081081081
95409,480273.83,0.91,1946,2225,856,284,10,187445,13,365831,10,21071,4,7458821,300,6815217,4728,1297.199398609284,1401.7705318549145,107.93967299379815,0.005074234166510054,0.05638037962788949,1441.4587563451776,0.06145461379439955,24566.262996941896
95417,394172.37,2.08,0,8,13,8,1,0,0,297008,1,0,0,0,0,59844,29,1788.6333333333334,0.0,9900.266666666666,0.03333333333333333,0.0,2063.5862068965516,0.03333333333333333,297008.0
95422,214528.56,1.38,50,1142,460,133,3,0,0,51911,5,0,0,7374,2,2015947,1853,968.7623042505593,4.124161073825503,29.032997762863534,0.002796420581655481,0.0011185682326621924,1087.9368591473287,0.0039149888143176735,8469.285714285714
95423,219318.77,1.14,309,243,291,63,8,0,0,106641,1,0,0,0,0,1025784,895,1013.3161925601751,0.0,116.67505470459518,0.0010940919037199124,0.0,1146.127374301676,0.0010940919037199124,106641.0
95428,265668.6,1.31,70,47,36,46,1,0,0,77678,2,0,0,0,0,312615,202,1336.3830845771145,0.0,386.4577114427861,0.009950248756218905,0.0,1547.59900990099,0.009950248756218905,38839.0
95436,363898.1,1.85,14,413,575,249,0,0,0,4526,1,0,0,156711,7,1755801,1282,1175.6314948041568,125.26858513189448,3.617905675459632,0.0007993605115907274,0.005595523581135092,1369.5795631825274,0.006394884092725819,20154.625
95437,317289.37,1.28,638,951,603,362,8,1502,1,156,1,0,0,0,0,3150229,2608,1089.390557939914,0.0,0.6468981662114709,0.0007803355442840422,0.0,1207.9098926380368,0.0007803355442840422,829.0
95442,669306.15,1.68,22,285,221,112,6,0,0,0,0,0,0,71758,1,1685462,675,2145.28992248062,111.25271317829457,0.0,0.0,0.0015503875968992248,2496.9807407407407,0.0015503875968992248,71758.0
95445,370669.99,2.44,3,69,234,340,12,0,0,0,0,0,0,10655,1,1212567,663,1645.158295281583,16.217656012176562,0.0,0.0,0.0015220700152207,1828.9095022624435,0.0015220700152207,10655.0
95446,316356.43,2.07,10,237,695,308,18,0,0,0,0,0,0,147007,11,1695795,1343,1106.6892744479496,115.93611987381703,0.0,0.0,0.008675078864353312,1262.6917349218168,0.008675078864353312,13364.272727272728
95448,560938.28,1.28,558,1299,490,373,29,0,0,138939,8,0,0,516746,31,5238048,2757,1653.1208151382823,188.0443959243086,50.56004366812227,0.002911208151382824,0.011280931586608443,1899.9085963003265,0.014192139737991267,16812.4358974359
95450,414723.91,2.36,3,28,37,78,5,0,0,0,0,0,0,5458,1,301501,157,1705.0866666666666,36.38666666666666,0.0,0.0,0.006666666666666667,1920.3885350318471,0.006666666666666667,5458.0
95451,290267.55,2.16,171,545,404,1097,82,0,0,0,0,0,0,7005,1,3887961,2341,1444.3703220191471,3.048302872062663,0.0,0.0,0.0004351610095735422,1660.8120461341307,0.0004351610095735422,7005.0
95452,664121.56,1.38,29,212,74,42,2,0,0,0,0,0,0,228044,8,931154,361,2166.1899441340784,636.9944134078212,0.0,0.0,0.0223463687150838,2579.3739612188365,0.0223463687150838,28505.5
95453,302453.53,1.14,349,910,418,80,3,0,0,5086,2,0,0,0,0,2513565,1755,1265.2971590909092,0.0,2.889772727272727,0.0011363636363636363,0.0,1432.2307692307693,0.0011363636363636363,2543.0
95454,297718.93,2.49,1,28,83,155,4,0,0,184437,2,0,0,0,0,533317,271,1597.1845018450185,0.0,680.5793357933579,0.007380073800738007,0.0,1967.9594095940959,0.007380073800738007,92218.5
95457,291691.38,2.07,14,121,158,176,2,0,0,1502,1,0,0,0,0,763067,471,1414.677966101695,0.0,3.1822033898305087,0.00211864406779661,0.0,1620.099787685775,0.00211864406779661,1502.0
95460,445967.96,1.75,31,286,234,161,4,0,0,8923,1,0,0,0,0,1321104,731,1654.8716875871687,0.0,12.444909344490934,0.001394700139470014,0.0,1807.2558139534883,0.001394700139470014,8923.0
95461,302359.42,1.93,11,167,251,142,4,0,0,0,0,0,0,7212,1,950463,577,1419.581881533101,12.564459930313589,0.0,0.0,0.0017421602787456446,1647.2495667244368,0.0017421602787456446,7212.0
95462,319476.47,1.96,5,113,191,106,0,0,0,0,0,0,0,1337,1,559993,433,1118.5927710843373,3.221686746987952,0.0,0.0,0.0024096385542168677,1293.2863741339493,0.0024096385542168677,1337.0
95467,306377.38,1.82,25,467,750,240,4,6338,2,500,1,0,0,80510,11,2363834,1554,1346.4061869535979,54.14256893073302,4.598520511096167,0.0020174848688634837,0.007397444519166106,1521.1287001287,0.00941492938802959,6239.142857142857
95469,292018.3,1.71,55,83,41,101,4,0,0,15423,1,0,0,0,0,468944,289,1428.9014084507041,0.0,54.306338028169016,0.0035211267605633804,0.0,1622.643598615917,0.0035211267605633804,15423.0
95470,342888.94,1.5,65,447,222,130,7,0,0,25000,1,0,0,0,0,1365591,883,1308.6229885057471,0.0,28.735632183908045,0.0011494252873563218,0.0,1546.5356738391847,0.0011494252873563218,25000.0
95472,488239.69,1.0,1571,2135,1174,179,10,199094,1,57543,2,159798,1,0,0,7786162,5136,1334.1637403827185,0.0,82.15328467153284,0.000789110278161373,0.0,1515.997274143302,0.000789110278161373,104108.75
95476,509675.75,0.85,2072,2463,627,281,20,12906,1,663447,1,2112,1,18889,4,9546615,5526,1451.0682650073206,3.4569912152269398,124.17002196193265,0.0005490483162518302,0.0007320644216691069,1727.5814332247558,0.001281112737920937,99622.0
95482,304427.31,0.94,1457,1380,417,395,16,1541,1,84197,2,0,0,0,0,4591767,3697,1067.8954979536152,0.0,23.393724420190996,0.0008185538881309686,0.0,1242.025155531512,0.0008185538881309686,28579.333333333332
95485,273899.92,1.29,82,119,45,61,1,0,0,230498,1,0,0,0,0,478693,305,1353.442996742671,0.0,750.8078175895765,0.003257328990228013,0.0,1569.4852459016392,0.003257328990228013,230498.0
95490,276966.24,1.97,303,365,504,865,25,0,0,559440,3,0,0,3764,1,3040849,2056,1266.8264663111972,1.8245273873000485,271.1778962675715,0.001454192922927775,0.0004847309743092584,1479.0121595330738,0.0019389238972370335,140801.0
95492,421889.94,0.43,2832,1837,86,14,0,3098,1,512706,4,0,0,235442,21,5918961,4748,1082.260012581254,49.36925980289369,108.15768504927658,0.0010484378276368212,0.0044034388760746486,1246.6219460825612,0.00545187670371147,28894.076923076922
95501,250876.97,0.5,1549,1405,32,8,0,32004,1,57138,5,16581,1,0,0,2659774,3042,789.5531062124248,0.0,35.311623246492985,0.002338009352037408,0.0,874.3504273504274,0.002338009352037408,15103.285714285714
95503,258485.11,0.97,1385,2147,664,289,3,0,0,36946,5,0,0,0,0,4414004,4548,867.8874526409628,0.0,8.234009360374415,0.0011143302874972142,0.0,970.5373790677221,0.0011143302874972142,7389.2
95519,266659.73,0.64,1515,1222,249,82,1,0,0,1636,2,0,0,0,0,2940458,3104,855.1671009771987,0.0,0.532899022801303,0.0006514657980456026,0.0,947.3125,0.0006514657980456026,818.0
95521,266445.75,0.99,737,883,223,248,3,13453,1,265,1,10722,1,0,0,2223748,2154,925.2187201528176,0.0,11.671442215854823,0.0014326647564469914,0.0,1032.380687093779,0.0014326647564469914,8146.666666666667
