ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium 2021
92102.0,225391.47,0.37,1348.0,597.0,42.0,17.0,0.0,1656980.0,2003.0,0.0,0,6800.0,1,0.0,0,0.0,0.0,1804099.0,1988.0,907.4944668008048
92103.0,468477.29,0.95,613.0,1093.0,228.0,141.0,0.0,2839582.0,2075.0,0.0,0,19702.0,1,0.0,0,0.0,0.0,3185145.0,2116.0,1505.2670132325143
92104.0,262205.65,0.57,1341.0,1039.0,156.0,39.0,0.0,2198822.0,2574.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2435320.0,2617.0,930.5769965609477
92105.0,193641.47,0.33,2452.0,887.0,76.0,30.0,0.0,2448593.0,3445.0,3745.0,1,144657.0,2,0.0,0,0.0,0.0,2658098.0,3439.0,772.9275952311718
92106.0,476673.95,0.49,1120.0,871.0,62.0,1.0,0.0,2976035.0,2055.0,0.0,0,4059.0,2,0.0,0,0.0,0.0,3209411.0,2049.0,1566.3304050756467
92107.0,361134.34,0.45,1176.0,914.0,15.0,0.0,0.0,2228841.0,2105.0,0.0,0,113754.0,1,0.0,0,0.0,0.0,2472293.0,2154.0,1147.768337975859
92108.0,286500.55,0.94,74.0,80.0,28.0,10.0,5.0,170408.0,196.0,0.0,0,0.0,0,0.0,0,0.0,0.0,196593.0,203.0,968.4384236453202
92109.0,389206.08,0.49,1275.0,990.0,67.0,4.0,0.0,2990236.0,2336.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3317967.0,2383.0,1392.3487201007133
92110.0,333283.33,0.71,639.0,718.0,102.0,49.0,0.0,1635562.0,1508.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1793271.0,1515.0,1183.6772277227724
92111.0,249368.64,0.69,1633.0,1399.0,245.0,165.0,0.0,3055492.0,3442.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3325911.0,3419.0,972.7730330505996
92113.0,186519.1,0.23,1520.0,454.0,2.0,0.0,0.0,1429772.0,1977.0,0.0,0,4317.0,1,0.0,0,0.0,0.0,1526497.0,1942.0,786.0437693099897
92114.0,216008.31,0.45,4388.0,1664.0,533.0,85.0,3.0,5869080.0,6673.0,0.0,0,168962.0,6,0.0,0,0.0,0.0,6298880.0,6476.0,972.649783817171
92115.0,259031.88,0.63,1906.0,1328.0,191.0,189.0,3.0,3293133.0,3617.0,0.0,0,1052.0,1,0.0,0,0.0,0.0,3564043.0,3585.0,994.1542538354254
92116.0,305180.15,0.97,789.0,1225.0,232.0,233.0,1.0,2532328.0,2480.0,0.0,0,44000.0,1,0.0,0,0.0,0.0,2782200.0,2480.0,1121.8548387096773
92117.0,267410.27,0.83,2134.0,2768.0,545.0,302.0,1.0,5773006.0,5750.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6257755.0,5693.0,1099.2016511505358
92118.0,641034.46,0.59,524.0,626.0,41.0,0.0,0.0,2251890.0,1191.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2488940.0,1194.0,2084.539363484087
92119.0,286158.11,0.79,1299.0,1121.0,279.0,197.0,10.0,3196956.0,2905.0,0.0,0,45575.0,1,0.0,0,0.0,0.0,3551219.0,2911.0,1219.9309515630368
92120.0,317361.94,1.1,1027.0,1658.0,588.0,397.0,6.0,4125920.0,3676.0,0.0,0,69155.0,1,0.0,0,0.0,0.0,4647995.0,3660.0,1269.9439890710382
92121.0,397083.35,1.73,15.0,134.0,247.0,41.0,1.0,679875.0,438.0,0.0,0,0.0,0,0.0,0,0.0,0.0,782080.0,443.0,1765.4176072234764
92122.0,337715.06,1.02,622.0,1154.0,300.0,183.0,0.0,2822168.0,2259.0,0.0,0,283501.0,1,0.0,0,0.0,0.0,3109220.0,2274.0,1367.2911169744943
92123.0,258714.55,0.76,931.0,992.0,263.0,58.0,1.0,2026467.0,2246.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2186493.0,2204.0,992.0567150635209
92124.0,330122.6,1.21,499.0,1006.0,599.0,185.0,7.0,2963404.0,2296.0,0.0,0,102925.0,1,0.0,0,0.0,0.0,3328082.0,2321.0,1433.900043084877
92126.0,252338.44,0.66,3563.0,2021.0,603.0,352.0,8.0,6480005.0,6546.0,0.0,0,190335.0,4,0.0,0,0.0,0.0,7005139.0,6439.0,1087.923435316043
92127.0,555482.15,0.83,2937.0,1890.0,982.0,272.0,113.0,10515310.0,6194.0,10491.0,1,5765.0,2,1392.0,1,0.0,0.0,12257405.0,6231.0,1967.1649815438934
92128.0,347214.34,0.88,2174.0,1683.0,950.0,280.0,13.0,6639320.0,5101.0,0.0,0,0.0,0,0.0,0,0.0,0.0,7409992.0,5133.0,1443.5986752386518
92129.0,348049.38,1.11,2200.0,2175.0,1372.7499999999982,616.0,23.0,9120294.0,6654.0,0.0,0,368064.0,4,0.0,0,0.0,0.0,9961184.0,6591.0,1511.3312092247004
92130.0,582647.13,0.93,2712.0,2070.0,1372.7499999999982,307.0,96.0,12270612.789999997,6563.0,0.0,0,0.0,0,0.0,0,0.0,0.0,14027102.329999998,6502.0,2157.351942479237
92131.0,460634.06,1.45,857.0,1650.0,1118.0,724.0,98.0,7649787.0,4447.0,0.0,0,595.0,1,0.0,0,0.0,0.0,9077515.0,4499.0,2017.6739275394532
92134.0,179127.91,1.0,0.0,1.0,0.0,0.0,0.0,1069.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1309.0,1.0,1309.0
92139.0,227981.31,0.37,2004.0,724.0,151.0,12.0,0.0,2528485.0,2891.0,19527.0,2,81583.0,1,0.0,0,0.0,0.0,2718160.0,2829.0,960.820077765995
92154.0,256584.55,0.61,3118.0,2192.0,596.0,95.0,3.0,5960401.0,6005.0,0.0,0,698957.0,4,0.0,0,0.0,0.0,6455521.0,5951.0,1084.7791967736514
92172.0,200318.81,0.0,2.0,0.0,0.0,0.0,0.0,1398.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1016.0,1.0,1016.0
92173.0,221409.01,0.39,706.0,418.0,14.0,1.0,0.0,965584.0,1139.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1036643.0,1100.0,942.4027272727272
92201.0,232312.72,0.44,3298.0,2597.0,9.0,3.0,0.0,5703713.0,5908.0,0.0,0,78444.0,2,0.0,0,0.0,0.0,6258849.0,6012.0,1041.059381237525
92203.0,305114.33,0.39,3285.0,1961.0,66.0,0.0,0.0,5832503.0,5313.0,0.0,0,1511.0,1,0.0,0,0.0,0.0,6517596.0,5440.0,1198.0875
92210.0,845482.76,0.73,567.0,692.0,174.0,3.0,0.0,4193198.0,1436.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4676639.0,1490.0,3138.6838926174496
92211.0,304385.31,0.49,2486.0,2305.0,33.0,2.0,0.0,5575894.0,4826.0,0.0,0,75302.0,3,0.0,0,0.0,0.0,6221205.0,4948.0,1257.3170978173
92220.0,216566.98,0.7,1710.0,1684.0,262.0,126.0,19.0,3655744.0,3801.0,24696.0,4,346289.0,3,6616.0,1,6783.0,1.0,4222492.0,4035.0,1046.4664188351921
92222.0,94429.0,0.0,1.0,0.0,0.0,0.0,0.0,1910.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1071.0,1.0,1071.0
92223.0,268409.44,0.8,4124.0,3274.0,818.0,257.0,177.82999999999993,8487828.0,8828.0,196696.0,14,278263.0,12,14123.0,6,114350.0,14.0,9552044.0,8951.0,1067.1482515920009
92225.0,186117.33,0.67,494.0,993.0,4.0,0.0,0.0,1235522.0,1491.0,0.0,0,10721.0,1,0.0,0,0.0,0.0,1376012.0,1520.0,905.271052631579
92226.0,147500.0,1.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1472.0,1.0,1472.0
92227.0,194645.45,0.52,871.0,926.0,1.0,0.0,0.0,1545813.0,1798.0,0.0,0,34143.0,1,0.0,0,0.0,0.0,1755832.0,1879.0,934.45023948909
92230.0,157832.29,1.02,25.0,141.0,21.0,2.0,1.0,161895.0,190.0,0.0,0,0.0,0,0.0,0,0.0,0.0,175286.0,185.0,947.4918918918919
92231.0,188223.32,0.31,1757.0,781.0,0.0,0.0,0.0,2459857.0,2538.0,0.0,0,66678.0,1,0.0,0,0.0,0.0,2630627.0,2528.0,1040.5961234177216
92233.0,165994.22,0.52,108.0,119.0,0.0,0.0,0.0,178184.0,227.0,0.0,0,0.0,0,0.0,0,0.0,0.0,205881.0,234.0,879.8333333333334
92234.0,230911.17,0.38,3302.0,2004.0,8.0,3.0,0.0,5735017.0,5316.0,10648.0,1,43776.0,2,9484.0,1,4289.0,1.0,6335118.0,5486.0,1154.7790740065623
92236.0,194993.24,0.31,2081.0,929.0,0.0,0.0,0.0,2666419.0,3010.0,0.0,0,148549.0,3,0.0,0,0.0,0.0,2942874.0,3077.0,956.4101397465064
92239.0,185032.7,1.07,2.0,17.0,4.0,0.0,0.0,18916.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0.0,19560.0,22.0,889.0909090909091
92240.0,197168.11,0.31,2659.0,1106.0,31.0,2.0,0.0,3475034.0,3799.0,80026.0,8,5436.0,4,1088.0,2,6559.0,2.0,3785612.0,3791.0,998.5787391189659
92241.0,204073.23,0.37,300.0,162.0,5.0,0.0,0.0,495849.0,466.0,0.0,0,0.0,0,0.0,0,0.0,0.0,552801.0,479.0,1154.0730688935282
92242.0,210540.31,0.9,26.0,138.0,10.0,0.0,0.0,193705.0,174.0,0.0,0,0.0,0,0.0,0,0.0,0.0,212694.0,174.0,1222.3793103448277
92243.0,210990.22,0.32,1975.0,945.0,1.0,0.0,0.0,2944561.0,2921.0,0.0,0,993.0,1,0.0,0,0.0,0.0,3283114.0,3011.0,1090.373297907672
92249.0,205543.79,0.34,354.0,181.0,0.0,0.0,0.0,492939.0,535.0,0.0,0,13112.0,1,0.0,0,0.0,0.0,538004.0,541.0,994.4621072088725
92250.0,178601.43,0.37,289.0,167.0,0.0,0.0,0.0,426208.0,456.0,0.0,0,0.0,0,0.0,0,0.0,0.0,477915.0,472.0,1012.5317796610169
92251.0,217382.69,0.35,1507.0,806.0,1.0,0.0,0.0,2078728.0,2313.0,28574.0,1,95262.0,1,71372.0,1,0.0,0.0,2394846.0,2513.0,952.982888977318
92252.0,175746.71,1.21,61.0,1119.0,368.0,7.0,0.0,1357704.0,1554.0,0.0,0,16702.0,1,0.0,0,0.0,0.0,1570759.0,1613.0,973.8121512709238
92253.0,455948.35,0.54,3622.0,3379.0,268.0,2.0,0.0,11875961.0,7270.0,12500.0,1,229157.0,6,0.0,0,0.0,0.0,13480257.0,7552.0,1784.991657838983
92254.0,157542.39,0.39,294.0,188.0,0.0,0.0,0.0,415699.0,481.0,0.0,0,0.0,0,0.0,0,0.0,0.0,460084.0,477.0,964.5366876310272
92256.0,167939.19,1.39,17.0,418.0,261.0,14.0,1.0,698788.0,711.0,0.0,0,0.0,0,0.0,0,0.0,0.0,788319.0,722.0,1091.8545706371192
92257.0,134158.06,0.44,32.0,22.0,1.0,0.0,0.0,42685.0,55.0,0.0,0,254127.0,3,0.0,0,0.0,0.0,44703.0,54.0,827.8333333333334
92258.0,162810.97,0.45,15.0,8.0,2.0,0.0,0.0,22901.0,25.0,0.0,0,0.0,0,0.0,0,0.0,0.0,23777.0,22.0,1080.7727272727273
92259.0,132091.41,0.89,5.0,38.0,0.0,0.0,0.0,30172.0,43.0,0.0,0,0.0,0,0.0,0,0.0,0.0,34622.0,44.0,786.8636363636364
92260.0,456338.35,0.59,1645.0,1328.0,276.0,10.0,0.0,5727866.0,3260.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6395569.0,3348.0,1910.265531660693
92262.0,341191.97,0.52,2057.0,1783.0,122.0,2.0,3.0,5647314.0,3967.0,0.0,0,135.0,1,0.0,0,0.0,0.0,6532191.0,4121.0,1585.0985197767532
92264.0,437421.54,0.62,1038.0,1195.0,114.0,8.0,1.0,4198890.0,2356.0,0.0,0,251383.0,2,0.0,0,0.0,0.0,4711425.0,2394.0,1968.013784461153
92266.0,168903.52,0.56,14.0,14.0,1.0,0.0,0.0,32838.0,29.0,0.0,0,0.0,0,0.0,0,0.0,0.0,35300.0,29.0,1217.2413793103449
92267.0,92500.0,1.0,0.0,1.0,0.0,0.0,0.0,111.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,239.0,1.0,239.0
92268.0,222250.88,1.63,6.0,70.0,44.0,25.0,1.0,237582.0,146.0,0.0,0,0.0,0,0.0,0,0.0,0.0,279280.0,152.0,1837.3684210526317
92270.0,564335.59,0.59,1732.0,1678.0,186.0,26.0,1.0,7420673.0,3623.0,0.0,0,8945.0,1,0.0,0,0.0,0.0,8407688.0,3855.0,2180.9826199740596
92273.0,143810.8,0.33,41.0,21.0,0.0,0.0,0.0,53196.0,62.0,0.0,0,0.0,0,0.0,0,0.0,0.0,59363.0,66.0,899.439393939394
92274.0,227528.26,0.4,544.0,349.0,3.0,1.0,0.0,900382.0,896.0,0.0,0,7421.0,1,0.0,0,0.0,0.0,1008307.0,892.0,1130.3890134529147
92275.0,190582.48,0.16,54.0,10.0,0.0,0.0,0.0,75726.0,64.0,0.0,0,0.0,0,0.0,0,0.0,0.0,72513.0,55.0,1318.418181818182
92276.0,210504.5,0.32,393.0,182.0,2.0,0.0,0.0,541304.0,577.0,0.0,0,0.0,0,0.0,0,0.0,0.0,581054.0,568.0,1022.9823943661971
92277.0,168463.71,0.73,604.0,1321.0,69.0,1.0,0.0,1583975.0,1994.0,0.0,0,132797.0,2,0.0,0,0.0,0.0,1867612.0,2160.0,864.6351851851852
92280.0,168309.14,0.23,3.0,1.0,0.0,0.0,0.0,4106.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2547.0,3.0,849.0
92281.0,160001.73,0.61,47.0,74.0,0.0,0.0,0.0,91288.0,121.0,0.0,0,0.0,0,10176.0,1,0.0,0.0,107648.0,126.0,854.3492063492064
92282.0,177196.01,1.28,21.0,91.0,43.0,0.0,8.0,181874.0,162.0,0.0,0,53806.0,1,0.0,0,0.0,0.0,201364.0,166.0,1213.0361445783133
92283.0,164685.51,0.64,13.0,19.0,1.0,0.0,0.0,34124.0,33.0,0.0,0,0.0,0,0.0,0,0.0,0.0,39264.0,36.0,1090.6666666666667
92284.0,203523.53,1.0,494.0,3140.0,427.0,32.0,1.0,3692505.0,4094.0,4340.0,2,0.0,0,0.0,0,0.0,0.0,4182776.0,4221.0,990.9443259891021
92285.0,128399.79,1.05,19.0,364.0,37.0,1.0,0.0,392305.0,421.0,0.0,0,0.0,0,0.0,0,0.0,0.0,484681.0,479.0,1011.8601252609603
92301.0,192650.0,0.47,1928.0,1371.0,28.0,57.0,0.0,2943579.0,3384.0,3380.0,1,66644.0,2,0.0,0,0.0,0.0,3218097.0,3404.0,945.3868977673326
92305.0,203471.66,3.078299999999999,1.0,1.0,0.0,174.0,38.0,223193.0,214.0,23097.0,2,709.0,1,6706.0,2,0.0,0.0,225749.0,202.0,1117.569306930693
92307.0,262249.04,0.99,343.0,3565.099999999995,272.0,4.0,0.0,5724330.0,5240.0,0.0,0,182112.0,6,0.0,0,26500.0,1.0,6276269.0,5228.0,1200.5105202754398
92308.0,237808.55,0.96,972.0,3565.099999999995,543.0,19.0,60.0,5774377.0,5896.0,0.0,0,102162.0,6,0.0,0,33305.0,3.0,6364400.0,5930.0,1073.2546374367623
92309.0,164626.41,0.4,6.0,4.0,0.0,0.0,0.0,10115.0,10.0,0.0,0,0.0,0,0.0,0,0.0,0.0,11761.0,11.0,1069.1818181818182
92311.0,179809.23,0.52,1338.0,1432.0,11.0,0.0,0.0,2358453.0,2781.0,0.0,0,17006.0,1,0.0,0,0.0,0.0,2557816.0,2764.0,925.4037626628075
92313.0,243346.44,0.5,822.0,439.0,85.0,25.0,0.0,1394545.0,1371.0,0.0,0,193993.0,1,0.0,0,0.0,0.0,1547677.0,1393.0,1111.0387652548457
92314.0,199130.37,2.29,34.0,774.0,1372.7499999999982,1257.4299999999985,169.0,4249212.0,4075.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4508469.0,3975.0,1134.2060377358491
92315.0,261161.81,2.56,56.0,350.0,1051.0,1257.4299999999985,177.82999999999993,4176111.0,3620.0,0.0,0,273.0,1,0.0,0,0.0,0.0,4496965.0,3518.0,1278.273166571916
92316.0,185625.66,0.3,1834.0,685.0,21.0,6.0,2.0,2423065.0,2547.0,0.0,0,24983.0,3,0.0,0,15663.0,2.0,2562366.0,2478.0,1034.046004842615
92317.0,242286.36,3.078299999999999,4.0,3.0,3.0,62.0,37.0,174809.0,108.0,0.0,0,0.0,0,0.0,0,0.0,0.0,168893.0,104.0,1623.9711538461538
92318.0,156630.8,0.59,5.0,7.0,0.0,0.0,0.0,9219.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,11867.0,14.0,847.6428571428571
92320.0,258874.89,1.29,273.0,692.0,239.0,73.0,97.0,1267060.0,1374.0,0.0,0,11.0,1,0.0,0,0.0,0.0,1578577.0,1597.0,988.4639949906074
92321.0,226938.32,3.078299999999999,2.0,0.0,6.0,140.0,40.0,279002.0,188.0,0.0,0,0.0,0,0.0,0,0.0,0.0,246623.0,171.0,1442.2397660818713
92322.0,192701.98,3.078299999999999,3.0,0.0,3.0,205.0,56.0,324915.0,267.0,0.0,0,0.0,0,0.0,0,0.0,0.0,282372.0,268.0,1053.6268656716418
92323.0,126000.0,1.0,0.0,1.0,0.0,0.0,0.0,1278.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1430.0,1.0,1430.0
92324.0,206446.87,0.56,2832.0,1395.0,436.0,120.0,9.0,4657408.0,4792.0,142.0,1,69738.0,3,0.0,0,65483.0,9.0,4976829.0,4715.0,1055.5310710498409
92325.0,192831.44,2.98,8.0,4.0,77.0,1257.4299999999985,63.0,2342685.0,2191.0,0.0,0,40015.0,2,0.0,0,0.0,0.0,2152250.0,2104.0,1022.9325095057035
92326.0,298106.3,3.0,0.0,0.0,0.0,3.0,0.0,6368.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4110.0,2.0,2055.0
92327.0,125443.16,0.6,7.0,11.0,0.0,0.0,0.0,15431.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0.0,18574.0,21.0,884.4761904761905
92329.0,175484.36,1.27,0.0,3.0,1.0,0.0,0.0,4098.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,5405.0,4.0,1351.25
92332.0,104138.73,0.67,1.0,2.0,0.0,0.0,0.0,2795.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2419.0,2.0,1209.5
92333.0,242750.89,2.88,7.0,7.0,45.0,327.0,31.0,563320.0,417.0,0.0,0,0.0,0,0.0,0,0.0,0.0,561430.0,392.0,1432.219387755102
92334.0,328099.21,0.39,2.0,1.0,0.0,0.0,0.0,4611.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4009.0,2.0,2004.5
92335.0,185366.19,0.26,4836.0,1684.0,3.0,0.0,0.0,5116552.0,6523.0,96558.0,9,758514.4399999997,10,9963.0,2,288041.0,34.0,5439875.0,6442.0,844.4388388699161
92336.0,274465.16,0.36,6349.639999999992,3565.099999999995,211.0,42.0,167.0,12270612.789999997,9509.059999999994,69058.0,8,297190.0,7,13699.0,2,110598.0,13.0,14027102.329999998,9490.98,1477.9403528402756
92337.0,220920.17,0.47,2737.0,1160.0,301.0,54.0,17.0,4314641.0,4269.0,8779.0,1,5475.0,1,0.0,0,3565.0,1.0,4656129.0,4177.0,1114.7064879099833
92339.0,205904.72,3.05,0.0,2.0,2.0,293.0,22.0,349871.0,319.0,49799.0,6,24393.0,6,30896.0,4,50333.0,7.0,327395.0,297.0,1102.3400673400674
92340.0,110800.0,2.0,0.0,0.0,1.0,0.0,0.0,1043.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1226.0,1.0,1226.0
92341.0,178477.27,2.96,3.0,0.0,24.0,377.0,18.0,491899.0,422.0,0.0,0,186778.0,1,0.0,0,0.0,0.0,470040.0,403.0,1166.3523573200991
92342.0,249968.92,0.38,739.0,427.0,9.0,0.0,1.0,1291210.0,1175.0,0.0,0,0.0,0,0.0,0,44677.0,2.0,1419695.0,1180.0,1203.1313559322034
92344.0,287856.55,0.87,878.0,1910.0,217.0,121.0,6.0,3770680.0,3133.0,15771.0,2,20121.0,1,87.0,1,39947.0,4.0,4061716.0,3082.0,1317.8831927319923
92345.0,212210.75,1.0,536.0,3565.099999999995,513.0,30.0,1.0,9190086.0,9509.059999999994,6967.0,1,758514.4399999997,12,0.0,0,8857.0,1.0,10021109.0,9490.98,1055.8560865158288
92346.0,255862.87,0.72,2808.0,2766.0,622.0,147.0,28.0,7475847.0,6371.0,102559.0,9,117835.0,4,15798.0,6,65193.0,8.0,8090367.0,6282.0,1287.8648519579751
92347.0,168110.21,0.91,5.0,30.0,2.0,0.0,0.0,31098.0,37.0,0.0,0,0.0,0,0.0,0,0.0,0.0,36386.0,39.0,932.974358974359
92349.0,139256.47,0.0,1.0,0.0,0.0,0.0,0.0,768.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,268.0,1.0,268.0
92352.0,348479.49,3.07,56.0,77.0,222.0,1257.4299999999985,177.82999999999993,6384758.0,3904.0,0.0,0,735.0,1,0.0,0,0.0,0.0,6120594.0,3638.0,1682.4062671797692
92354.0,283767.25,0.52,916.0,534.0,103.0,25.0,3.0,1842543.0,1582.0,3717.0,1,7186.0,1,0.0,0,0.0,0.0,2073217.0,1667.0,1243.6814637072584
92356.0,180286.0,0.95,140.0,387.0,88.0,5.0,3.0,572407.0,623.0,0.0,0,0.0,0,0.0,0,0.0,0.0,662769.0,659.0,1005.7192716236723
92357.0,143064.0,1.0,0.0,1.0,0.0,0.0,0.0,360.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,778.0,1.0,778.0
92358.0,218535.49,2.73,2.0,17.0,9.0,70.0,17.0,152848.0,115.0,0.0,0,0.0,0,0.0,0,0.0,0.0,174018.0,120.0,1450.15
92359.0,233355.96,1.01,274.0,493.0,97.0,84.0,5.0,995322.0,952.0,7948.0,2,0.0,0,0.0,0,0.0,0.0,1092164.0,971.0,1124.7826982492277
92363.0,199541.19,0.39,290.0,165.0,7.0,0.0,0.0,494824.0,462.0,0.0,0,0.0,0,0.0,0,0.0,0.0,542101.0,469.0,1155.865671641791
92365.0,186221.33,0.7,39.0,89.0,0.0,0.0,0.0,138259.0,128.0,0.0,0,0.0,0,0.0,0,0.0,0.0,163506.0,138.0,1184.8260869565217
92368.0,205918.77,0.98,5.0,32.0,3.0,1.0,0.0,41869.0,41.0,0.0,0,0.0,0,0.0,0,0.0,0.0,48338.0,43.0,1124.139534883721
92371.0,238602.39,1.16,177.0,1311.0,168.0,85.0,43.0,2365457.0,1783.0,10079.0,1,5347.0,1,0.0,0,18384.0,1.0,2661342.0,1832.0,1452.6975982532751
92372.0,236986.29,1.38,62.0,425.0,282.0,30.0,8.0,994782.0,808.0,0.0,0,28323.0,1,0.0,0,0.0,0.0,1189661.0,876.0,1358.060502283105
92373.0,356477.43,1.06,1155.0,1757.0,517.0,392.0,23.0,5574952.0,3844.0,34782.0,2,10393.0,2,8009.0,2,0.0,0.0,6055424.0,3796.0,1595.2118018967335
92374.0,256625.14,0.4,2796.0,1388.0,122.0,35.0,4.0,4296220.0,4345.0,31622.0,2,0.0,0,21131.0,2,44771.0,7.0,4673412.0,4362.0,1071.3920220082532
92376.0,196313.72,0.25,5233.0,1691.0,22.0,1.0,0.0,6092652.0,6947.0,55646.0,7,391677.0,8,19264.0,5,87583.0,14.0,6470995.0,6865.0,942.6067006554989
92377.0,235733.79,0.41,1561.0,943.0,43.0,4.0,0.0,2989346.0,2550.0,53192.0,4,307562.0,6,11713.0,3,63789.0,7.0,3160799.0,2471.0,1279.1578308377175
92378.0,187513.4,3.078299999999999,0.0,3.0,8.0,59.0,27.0,114981.0,97.0,0.0,0,0.0,0,0.0,0,0.0,0.0,116995.0,94.0,1244.627659574468
92382.0,195116.38,3.078299999999999,11.0,28.0,147.0,1083.0,177.82999999999993,1759103.0,1647.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1888151.0,1652.0,1142.9485472154963
92384.0,245850.0,1.0,0.0,4.0,0.0,0.0,0.0,3530.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3882.0,4.0,970.5
92385.0,371604.05,3.04,0.0,0.0,5.0,58.0,8.0,127670.0,71.0,0.0,0,0.0,0,0.0,0,0.0,0.0,120695.0,68.0,1774.9264705882354
92386.0,145143.04,2.67,5.0,17.0,420.0,803.0,42.0,1090926.0,1288.0,0.0,0,0.0,0,0.0,0,8669.0,1.0,1187707.0,1282.0,926.4485179407176
92389.0,234764.68,1.0,1.0,4.0,1.0,0.0,0.0,6121.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,7026.0,6.0,1171.0
92391.0,206227.26,3.078299999999999,2.0,1.0,26.0,365.0,101.0,623723.0,495.0,0.0,0,279000.0,1,0.0,0,0.0,0.0,587849.0,492.0,1194.8150406504064
92392.0,237066.76,0.48,3543.0,2935.0,83.0,11.0,3.0,6519915.0,6574.0,158366.0,4,118447.0,4,83349.79999999928,2,94962.0,7.0,7136560.0,6639.0,1074.9450218406387
92393.0,243191.8,0.6,1.0,2.0,0.0,0.0,0.0,3755.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3717.0,3.0,1239.0
92394.0,224854.6,0.49,2037.0,1560.0,97.0,18.0,0.0,3282366.0,3712.0,0.0,0,280360.0,3,0.0,0,13254.0,2.0,3639728.0,3748.0,971.1120597652081
92395.0,211342.34,0.57,1913.0,2119.0,128.0,1.0,0.0,3816426.0,4161.0,14214.0,1,15966.0,2,0.0,0,0.0,0.0,4135687.0,4179.0,989.6355587461115
92397.0,206059.23,2.45,14.0,232.0,491.0,573.0,177.82999999999993,1832969.0,1489.0,0.0,0,0.0,0,0.0,0,3578.0,1.0,1994146.0,1477.0,1350.132701421801
92398.0,183956.06,0.67,36.0,69.0,1.0,0.0,0.0,113709.0,105.0,0.0,0,0.0,0,0.0,0,0.0,0.0,133352.0,115.0,1159.5826086956522
92399.0,280795.15,1.11,1270.0,3565.099999999995,814.0,460.0,81.0,7866800.0,6570.0,257099.0,14,758514.4399999997,12,52778.0,6,63706.0,8.0,8466217.0,6283.0,1347.480025465542
92401.0,172199.26,0.29,29.0,8.0,0.0,1.0,0.0,35504.0,38.0,0.0,0,0.0,0,0.0,0,0.0,0.0,37020.0,36.0,1028.3333333333333
92404.0,205629.54,0.37,3557.0,997.0,237.0,90.0,12.0,4580857.0,4893.0,90669.0,14,133210.0,6,38108.0,6,152642.0,16.0,4863458.0,4817.0,1009.644592069753
92405.0,187410.19,0.36,1838.0,733.0,75.0,22.0,1.0,2359314.0,2668.0,31101.0,4,87420.0,3,10337.0,3,63659.0,8.0,2527409.0,2639.0,957.7146646456991
92407.0,229380.25,0.83,3236.0,2711.0,851.0,348.0,157.0,7219127.0,7304.0,34053.0,5,290130.0,6,11597.0,5,116395.0,15.0,7861112.0,7126.0,1103.1591355599214
