ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium 2021
93703.0,171951.45,0.19,2275.0,540.0,0.0,0.0,0.0,2112165.0,2816.0,42367.0,3,5836.0,1,10698.0,2,354257.0,43.0,2268744.0,2835.0,800.2624338624339
93704.0,253877.94,0.26,2836.0,982.0,2.0,0.0,0.0,3640036.0,3819.0,53489.0,2,261203.0,4,4340.0,1,135117.0,17.0,4022027.0,3892.0,1033.4087872559096
93705.0,186731.41,0.18,3166.0,707.0,1.0,0.0,0.0,2939247.0,3874.0,70404.0,6,33766.0,4,1106.0,1,464643.0,56.31999999999971,3195408.0,3899.0,819.5455244934599
93706.0,178461.59,0.2,1906.0,471.0,1.0,0.0,0.0,2052276.0,2378.0,49996.0,8,8145.0,3,9060.0,2,630757.6199999999,56.31999999999971,2243025.0,2398.0,935.3732276897415
93710.0,228366.31,0.25,2464.0,825.0,0.0,0.0,0.0,2690268.0,3289.0,16370.0,2,27092.0,3,0.0,0,295594.0,30.0,2923543.0,3288.0,889.1554136253042
93711.0,348642.49,0.31,4476.0,1953.0,11.0,1.0,0.0,7768690.0,6441.0,23976.0,4,267814.0,7,4200.0,2,372179.0,33.0,8485619.0,6474.0,1310.7227371022552
93717.0,650000.0,1.0,0.0,0.0,0.0,0.0,0.0,1375.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3957.0,1.0,3957.0
93720.0,288651.61,0.31,5030.0,2210.0,2.0,1.0,0.0,7449758.0,7243.0,34865.0,3,180957.0,4,0.0,0,547008.0,53.0,8129325.0,7164.0,1134.7466499162479
93721.0,229323.33,0.13,62.0,9.0,0.0,0.0,0.0,60590.0,71.0,0.0,0,0.0,0,0.0,0,11496.0,1.0,62923.0,72.0,873.9305555555555
93722.0,225403.23,0.19,6349.639999999992,2144.0,9.0,0.0,0.0,9567663.0,9509.059999999994,81870.0,12,284114.0,12,8952.0,4,630757.6199999999,56.31999999999971,10415618.0,9490.98,1097.4228161896874
93723.0,289054.72,0.21,1490.0,383.0,0.0,1.0,0.0,1751030.0,1874.0,0.0,0,258562.0,3,0.0,0,193487.0,14.0,1980148.0,1943.0,1019.1188883170355
93725.0,189923.0,0.18,1671.0,365.0,2.0,0.0,0.0,1725261.0,2038.0,95099.0,2,58103.0,6,37436.0,1,475862.0,46.0,1840457.0,2030.0,906.6290640394088
93726.0,195283.51,0.25,2998.0,986.0,0.0,0.0,0.0,3160227.0,3984.0,3556.0,2,65064.0,5,1599.0,2,444995.0,50.0,3459696.0,4012.0,862.3369890329013
93727.0,237046.0,0.23,6349.639999999992,2500.0,2.0,0.0,0.0,8837639.0,9509.059999999994,141500.0,9,396702.0,10,29704.0,6,630757.6199999999,56.31999999999971,9880915.0,9490.98,1041.0847984085942
93728.0,196203.88,0.23,1197.0,359.0,0.0,0.0,0.0,1255012.0,1557.0,0.0,0,514496.0,6,0.0,0,218990.0,27.0,1384523.0,1592.0,869.6752512562814
93730.0,382089.74,0.32,1910.0,853.0,19.0,1.0,0.0,3199269.0,2783.0,0.0,0,177896.0,2,0.0,0,131112.0,9.0,3601191.0,2815.0,1279.286323268206
93737.0,289882.71,0.32,815.0,311.0,27.0,0.0,0.0,996401.0,1153.0,0.0,0,6925.0,1,0.0,0,66822.0,6.0,1169234.0,1264.0,925.0268987341772
93760.0,183700.0,0.0,1.0,0.0,0.0,0.0,0.0,1205.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1079.0,1.0,1079.0
93901.0,305693.71,0.37,1865.0,1112.0,2.0,0.0,0.0,2934247.0,2979.0,0.0,0,188098.0,3,0.0,0,0.0,0.0,3282529.0,3003.0,1093.08325008325
93905.0,228035.38,0.29,3223.0,1246.0,37.0,0.0,0.0,3643899.0,4506.0,0.0,0,70167.0,2,0.0,0,0.0,0.0,4040408.0,4495.0,898.8671857619578
93906.0,256842.08,0.29,4836.0,1991.0,5.0,0.0,0.0,5962662.0,6832.0,0.0,0,247634.0,3,0.0,0,0.0,0.0,6570033.0,6756.0,972.4738010657194
93907.0,307473.05,1.39,790.0,1304.0,654.0,653.0,57.0,4075178.0,3459.0,0.0,0,25351.0,2,0.0,0,0.0,0.0,4654009.0,3471.0,1340.8265629501584
93908.0,491454.64,1.53,430.0,1066.0,639.0,595.0,17.0,4461941.0,2746.0,118916.0,4,43720.0,6,26511.0,2,214473.0,16.0,5186198.0,2745.0,1889.3253187613843
93920.0,774997.02,2.32,0.0,43.0,17.0,32.0,24.0,476128.0,116.0,0.0,0,0.0,0,0.0,0,0.0,0.0,541801.0,121.0,4477.694214876033
93921.0,567592.92,1.6,43.0,500.0,73.0,237.0,3.0,1577533.0,857.0,0.0,0,2500.0,1,0.0,0,0.0,0.0,1697936.0,859.0,1976.6426076833527
93922.0,686156.22,1.32,1.0,0.0,1.0,0.0,0.0,6333.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6698.0,2.0,3349.0
93923.0,743797.74,1.95,64.0,1098.0,543.0,993.0,49.0,6217280.0,2747.0,0.0,0,0.0,0,0.0,0,3954.0,1.0,7317867.0,2890.0,2532.133910034602
93924.0,535238.95,2.62,9.0,119.0,341.0,960.0,48.0,2990018.0,1477.0,0.0,0,739287.0,2,0.0,0,48946.0,2.0,3460859.0,1445.0,2395.058131487889
93925.0,342911.83,0.92,57.0,38.0,2.0,19.0,3.0,153890.0,118.0,0.0,0,0.0,0,0.0,0,0.0,0.0,178350.0,114.0,1564.4736842105262
93926.0,246566.88,0.25,689.0,233.0,1.0,0.0,0.0,792303.0,923.0,0.0,0,0.0,0,0.0,0,0.0,0.0,879647.0,903.0,974.1384274640088
93927.0,221876.7,0.41,1046.0,508.0,25.0,32.0,3.0,1232848.0,1614.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1416010.0,1643.0,861.8441874619598
93928.0,228436.11,1.0,0.0,4.0,0.0,0.0,0.0,9145.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6458.0,3.0,2152.6666666666665
93930.0,245756.06,0.58,797.0,635.0,75.0,30.0,3.0,1314683.0,1540.0,0.0,0,40732.0,1,0.0,0,0.0,0.0,1509295.0,1552.0,972.4838917525773
93932.0,350771.44,1.12,6.0,41.0,13.0,0.0,0.0,78927.0,60.0,0.0,0,0.0,0,0.0,0,0.0,0.0,99430.0,65.0,1529.6923076923076
93933.0,302187.16,0.46,1553.0,1077.0,56.0,16.0,1.0,2310052.0,2703.0,0.0,0,0.0,0,0.0,0,44177.0,1.0,2633563.0,2748.0,958.3562590975255
93940.0,483925.31,1.33,919.0,1428.0,433.0,834.0,6.0,5159906.0,3621.0,21554.0,1,76926.0,1,20646.0,1,0.0,0.0,5936501.0,3662.0,1621.1089568541781
93950.0,397303.73,0.69,1020.0,1403.0,107.0,54.0,1.0,2696500.0,2585.0,0.0,0,46362.0,3,0.0,0,0.0,0.0,3066547.0,2618.0,1171.3319327731092
93953.0,964480.19,1.71,118.0,491.0,341.0,328.0,10.0,3478930.0,1288.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4030050.0,1343.0,3000.78183172003
93954.0,180846.08,0.9,3.0,19.0,1.0,0.0,0.0,18856.0,22.0,0.0,0,0.0,0,0.0,0,0.0,0.0,18419.0,21.0,877.0952380952381
93955.0,269536.22,0.39,1896.0,1118.0,27.0,3.0,1.0,2518097.0,3045.0,0.0,0,3373.0,2,0.0,0,0.0,0.0,2781994.0,3037.0,916.0335857754363
93960.0,255052.17,0.32,1399.0,639.0,4.0,1.0,2.0,1605695.0,2045.0,0.0,0,2532.0,1,0.0,0,0.0,0.0,1801437.0,2020.0,891.800495049505
93962.0,312395.38,0.39,77.0,47.0,1.0,0.0,0.0,129503.0,125.0,0.0,0,0.0,0,0.0,0,0.0,0.0,149266.0,128.0,1166.140625
94002.0,499387.61,1.22,1153.0,1737.0,978.0,578.0,0.0,5641088.0,4445.0,0.0,0,210890.0,1,0.0,0,0.0,0.0,6270183.0,4464.0,1404.6108870967741
94005.0,437335.87,1.13,250.0,213.0,206.0,66.0,3.0,889827.0,738.0,0.0,0,6557.0,1,0.0,0,0.0,0.0,994988.0,749.0,1328.4218958611482
94010.0,949024.69,1.16,1565.0,3507.0,813.0,927.0,0.0,12270612.789999997,6812.0,0.0,0,155965.0,2,0.0,0,0.0,0.0,14027102.329999998,6891.0,2035.5684704687271
94014.0,328925.22,0.4,3276.0,1254.0,276.0,42.0,8.0,4770058.0,4856.0,3895.0,1,329287.0,6,0.0,0,0.0,0.0,5195489.0,4855.0,1070.1316168898043
94015.0,339903.24,0.25,5654.0,1902.0,6.0,0.0,0.0,7232414.0,7561.0,0.0,0,337542.0,3,0.0,0,0.0,0.0,7791865.0,7490.0,1040.3024032042724
94017.0,554250.0,0.0,1.0,0.0,0.0,0.0,0.0,1773.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1917.0,1.0,1917.0
94018.0,497739.38,0.61,403.0,245.0,9.0,52.0,3.0,929596.0,712.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1052641.0,739.0,1424.4127198917456
94019.0,542511.33,0.54,1408.0,909.0,89.0,79.0,4.0,3294776.0,2490.0,0.0,0,0.0,0,0.0,0,13785.0,1.0,3639369.0,2506.0,1452.2621707901037
94020.0,450521.25,2.25,3.0,84.0,66.0,154.0,9.0,583568.0,316.0,0.0,0,0.0,0,0.0,0,26706.0,3.0,702027.0,330.0,2127.3545454545456
94021.0,488898.15,2.49,0.0,2.0,20.0,18.0,2.0,82572.0,43.0,0.0,0,0.0,0,0.0,0,0.0,0.0,83164.0,40.0,2079.1
94022.0,977810.09,1.11,1121.0,1608.0,690.0,417.0,6.0,9249005.0,3841.0,0.0,0,0.0,0,0.0,0,0.0,0.0,10502031.0,3889.0,2700.4451015685268
94024.0,739100.4,0.75,2325.0,1997.0,362.0,341.0,10.0,8624527.0,5034.0,0.0,0,305070.0,1,0.0,0,0.0,0.0,9597421.0,5019.0,1912.2177724646344
94025.0,616109.24,1.12,935.0,3352.0,1372.7499999999982,87.0,0.0,9037924.0,5820.0,0.0,0,570410.0,8,0.0,0,0.0,0.0,10114054.0,5819.0,1738.108609726757
94027.0,1119562.8495999984,1.54,30.0,633.0,718.0,41.0,1.0,7645519.0,1424.0,0.0,0,0.0,0,0.0,0,0.0,0.0,8901693.0,1445.0,6160.341176470588
94028.0,1055912.49,1.81,38.0,619.0,402.0,390.0,17.0,4776254.0,1466.0,0.0,0,0.0,0,0.0,0,0.0,0.0,5665333.0,1544.0,3669.2571243523316
94030.0,487968.42,0.71,1741.0,1302.0,535.0,71.0,0.0,4390683.0,3649.0,0.0,0,125234.0,1,0.0,0,0.0,0.0,4776781.0,3649.0,1309.0657714442314
94037.0,510005.34,1.42,79.0,274.0,241.0,47.0,5.0,948724.0,647.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1061895.0,652.0,1628.6733128834355
94038.0,482208.24,0.55,275.0,182.0,24.0,10.0,2.0,668135.0,493.0,0.0,0,0.0,0,0.0,0,0.0,0.0,712813.0,493.0,1445.868154158215
94040.0,471824.34,0.39,1918.0,1192.0,15.0,0.0,0.0,3396192.0,3124.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3740654.0,3137.0,1192.4303474657315
94041.0,430377.18,0.38,700.0,424.0,4.0,0.0,0.0,1148889.0,1128.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1235056.0,1113.0,1109.6639712488768
94043.0,345272.94,0.31,1324.0,598.0,0.0,0.0,0.0,1623921.0,1922.0,0.0,0,782.0,1,0.0,0,0.0,0.0,1761170.0,1893.0,930.3592181722134
94044.0,377543.57,1.12,2500.0,2312.0,1372.7499999999982,943.0,12.0,7648987.0,7238.0,10486.0,1,402321.0,3,2478.0,1,0.0,0.0,8445875.0,7273.0,1161.264265090059
94060.0,424625.45,1.68,36.0,46.0,59.0,50.0,3.0,371955.0,195.0,0.0,0,0.0,0,0.0,0,139941.0,4.0,417275.0,190.0,2196.184210526316
94061.0,444423.25,0.6,2261.0,1937.0,373.0,23.0,0.0,5327597.0,4593.0,0.0,0,11389.0,2,0.0,0,0.0,0.0,5800003.0,4548.0,1275.2864995602463
94062.0,800877.79,1.27,1330.0,2117.0,1248.0,733.0,22.0,12270612.789999997,5450.0,0.0,0,79940.0,2,0.0,0,27198.0,1.0,14027102.329999998,5484.0,2557.823181983953
94063.0,314616.27,0.27,1379.0,488.0,4.0,1.0,0.0,1698289.0,1872.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1811872.0,1839.0,985.2485046220772
94065.0,489296.16,0.35,891.0,460.0,8.0,0.0,0.0,1654601.0,1358.0,0.0,0,11759.0,1,0.0,0,0.0,0.0,1787627.0,1349.0,1325.1497405485545
94066.0,372418.57,0.53,3582.0,1741.0,673.0,28.0,2.0,6294632.0,6026.0,0.0,0,629601.0,4,0.0,0,0.0,0.0,6889315.0,6032.0,1142.1278183023874
94070.0,553912.88,0.87,2250.0,2329.0,741.0,363.0,13.0,7413531.0,5696.0,0.0,0,159156.0,2,0.0,0,0.0,0.0,8178993.0,5691.0,1437.1802846599894
94074.0,545586.92,1.85,1.0,20.0,10.0,9.0,3.0,107990.0,43.0,0.0,0,0.0,0,0.0,0,0.0,0.0,129336.0,44.0,2939.4545454545455
94080.0,358658.15,0.31,5691.0,2236.0,112.0,3.0,2.0,8049392.0,8044.0,9334.0,1,389862.0,4,0.0,0,0.0,0.0,8707187.0,7993.0,1089.3515576129114
94085.0,283256.74,0.27,1039.0,391.0,0.0,0.0,0.0,1062507.0,1430.0,3266.0,1,100000.0,1,625.0,1,0.0,0.0,1126707.0,1412.0,797.9511331444759
94086.0,353711.36,0.3,2453.0,1041.0,5.0,0.0,0.0,3107516.0,3500.0,0.0,0,620061.0,3,0.0,0,6407.0,1.0,3352636.0,3470.0,966.1775216138328
94087.0,413199.42,0.34,5116.0,2569.0,22.0,0.0,0.0,7379116.0,7707.0,13295.0,1,237315.0,3,19757.0,1,0.0,0.0,7997327.0,7631.0,1048.0051107325382
94089.0,268006.71,0.25,792.0,268.0,0.0,0.0,0.0,788049.0,1059.0,0.0,0,2578.0,1,0.0,0,0.0,0.0,848225.0,1051.0,807.0647002854424
94102.0,745316.02,0.39,62.0,39.0,0.0,0.0,0.0,228559.0,101.0,0.0,0,0.0,0,0.0,0,0.0,0.0,247931.0,105.0,2361.247619047619
94103.0,661013.02,0.43,95.0,64.0,2.0,0.0,0.0,306048.0,161.0,0.0,0,0.0,0,0.0,0,0.0,0.0,320114.0,160.0,2000.7125
94104.0,407250.0,0.0,1.0,0.0,0.0,0.0,0.0,2212.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2363.0,1.0,2363.0
94105.0,188733.07,0.67,0.0,1.0,0.0,0.0,0.0,800.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1877.0,2.0,938.5
94107.0,602981.52,0.5,510.0,461.0,14.0,0.0,0.0,1657403.0,985.0,0.0,0,96730.0,2,0.0,0,0.0,0.0,1849510.0,1016.0,1820.3838582677165
94108.0,1042420.04,0.6,16.0,13.0,3.0,0.0,0.0,109287.0,31.0,0.0,0,0.0,0,0.0,0,0.0,0.0,141958.0,34.0,4175.235294117647
94109.0,1119562.8495999984,0.59,194.0,179.0,29.0,0.0,0.0,1671901.0,403.0,0.0,0,651984.0,4,0.0,0,0.0,0.0,1833755.0,404.0,4538.997524752475
94110.0,530856.72,0.45,2438.0,1896.0,28.0,1.0,0.0,7068857.0,4362.0,0.0,0,0.0,0,0.0,0,0.0,0.0,7811708.0,4450.0,1755.44
94111.0,1119562.8495999984,1.5,0.0,1.0,1.0,0.0,0.0,16172.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,21254.0,3.0,7084.666666666667
94112.0,361016.94,0.31,6349.639999999992,3110.0,16.0,1.0,0.0,11326522.0,9509.059999999994,0.0,0,87795.0,2,0.0,0,3059.0,1.0,12199144.0,9490.98,1285.3408183348822
94114.0,758832.12,0.53,1433.0,1411.0,67.0,4.0,0.0,6360075.0,2914.0,0.0,0,264749.0,2,0.0,0,0.0,0.0,7002783.0,2992.0,2340.5023395721923
94115.0,1119562.8495999984,0.7,384.0,462.0,102.0,0.0,0.0,5324176.0,948.0,0.0,0,0.0,0,0.0,0,0.0,0.0,5380383.0,970.0,5546.786597938144
94116.0,430122.66,0.31,5360.0,2410.0,11.0,0.0,0.0,10190715.0,7781.0,0.0,0,211399.0,4,0.0,0,0.0,0.0,10893757.0,7812.0,1394.4901433691757
94117.0,936999.44,0.68,551.0,698.0,94.0,9.0,0.0,3887373.0,1352.0,0.0,0,28690.0,2,0.0,0,0.0,0.0,4287591.0,1398.0,3066.9463519313304
94118.0,877304.45,0.52,1361.0,1083.0,126.0,0.0,0.0,7588041.0,2570.0,0.0,0,92058.0,2,0.0,0,0.0,0.0,8167432.0,2597.0,3144.9487870619946
94121.0,617973.66,0.39,2614.0,1555.0,42.0,0.0,0.0,7721719.0,4211.0,0.0,0,160501.0,3,0.0,0,0.0,0.0,8233232.0,4232.0,1945.4706994328922
94122.0,448924.37,0.33,4805.0,2308.0,11.0,1.0,0.0,9857243.0,7124.0,0.0,0,255569.0,3,0.0,0,0.0,0.0,10589046.0,7148.0,1481.399832120873
94123.0,1119562.8495999984,0.68,508.0,529.0,130.0,1.0,0.0,4892445.0,1167.0,0.0,0,0.0,0,0.0,0,0.0,0.0,5306592.0,1213.0,4374.766694146743
94124.0,329291.98,0.32,1948.0,917.0,2.0,0.0,0.0,3213831.0,2867.0,0.0,0,145414.0,3,0.0,0,0.0,0.0,3372747.0,2829.0,1192.204665959703
94127.0,604326.83,0.47,2441.0,1686.0,153.0,9.0,0.0,7294974.0,4289.0,899.0,1,0.0,0,0.0,0,0.0,0.0,7957907.0,4333.0,1836.581352411724
94129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,619.0,1.0,619.0
94131.0,553583.62,0.55,1971.0,1625.0,212.0,13.0,0.0,5896680.0,3821.0,14114.0,1,458.0,1,13265.0,1,0.0,0.0,6450474.0,3861.0,1670.6744366744367
94132.0,413673.44,0.32,1944.0,896.0,2.0,1.0,0.0,3558986.0,2842.0,0.0,0,63720.0,1,0.0,0,0.0,0.0,3839563.0,2860.0,1342.5045454545455
94133.0,850845.66,0.56,202.0,180.0,23.0,0.0,0.0,1129923.0,405.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1302128.0,417.0,3122.609112709832
94134.0,332591.8,0.34,3023.0,1448.0,36.0,0.0,0.0,4721109.0,4507.0,0.0,0,270909.0,3,0.0,0,0.0,0.0,5094149.0,4526.0,1125.5300486080425
94158.0,282083.33,0.33,2.0,1.0,0.0,0.0,0.0,2132.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2456.0,3.0,818.6666666666666
94301.0,824382.09,1.23,186.0,1360.0,688.0,1.0,1.0,4616585.0,2236.0,0.0,0,446877.0,2,0.0,0,0.0,0.0,5100095.0,2213.0,2304.606868504293
94303.0,415193.31,0.46,2715.0,1895.0,143.0,3.0,0.0,5132791.0,4756.0,0.0,0,38554.0,4,0.0,0,0.0,0.0,5517273.0,4648.0,1187.02086919105
94304.0,1074401.94,1.38,30.0,39.0,27.0,23.0,1.0,307660.0,119.0,0.0,0,0.0,0,0.0,0,0.0,0.0,349045.0,121.0,2884.6694214876034
94305.0,788176.02,1.3,23.0,248.0,73.0,32.0,0.0,692986.0,377.0,0.0,0,0.0,0,0.0,0,0.0,0.0,787149.0,372.0,2115.9919354838707
94306.0,517739.03,0.49,1993.0,1538.0,71.0,30.0,0.0,4437744.0,3633.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4881589.0,3630.0,1344.7903581267217
94401.0,362259.13,0.34,1740.0,846.0,21.0,1.0,0.0,2548049.0,2608.0,0.0,0,5960.0,1,0.0,0,0.0,0.0,2753976.0,2576.0,1069.0900621118012
94402.0,604611.21,0.84,1535.0,1935.0,588.0,139.0,0.0,5994151.0,4197.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6606154.0,4194.0,1575.144015259895
94403.0,443661.18,0.52,3265.0,2126.0,334.0,76.0,0.0,6380920.0,5802.0,0.0,0,3437.0,2,0.0,0,0.0,0.0,6919756.0,5730.0,1207.63630017452
94404.0,464615.26,0.34,2459.0,1246.0,7.0,1.0,0.0,4209041.0,3713.0,0.0,0,15818.0,2,0.0,0,0.0,0.0,4489773.0,3658.0,1227.3846364133406
94501.0,439902.56,0.42,3369.0,2430.0,1.0,0.0,0.0,7636109.0,5800.0,0.0,0,590579.0,4,0.0,0,0.0,0.0,8451612.0,5873.0,1439.0621488166184
94502.0,429613.67,0.41,1146.0,804.0,0.0,0.0,0.0,2409169.0,1950.0,0.0,0,303145.0,3,0.0,0,0.0,0.0,2629596.0,1943.0,1353.3690169840454
94503.0,383913.27,0.38,2024.0,975.0,84.0,6.0,0.0,3446036.0,3089.0,79654.0,7,8026.0,3,5042.0,3,320375.0,30.0,3783390.0,3048.0,1241.2696850393702
94505.0,458223.47,0.33,2308.0,1129.0,0.0,0.0,1.0,4305145.0,3437.0,0.0,0,1297.0,1,0.0,0,7529.0,1.0,4687034.0,3344.0,1401.625
94506.0,756025.49,0.89,1666.0,2113.0,886.0,122.0,10.0,9475634.0,4797.0,0.0,0,390638.0,3,175.0,1,0.0,0.0,11090664.0,4925.0,2251.911472081218
94507.0,890113.05,1.61,64.0,1672.0,1156.0,460.0,16.0,8248991.0,3368.0,0.0,0,25216.0,2,0.0,0,0.0,0.0,9752969.0,3454.0,2823.67371163868
94508.0,603742.49,2.58,0.0,18.0,137.0,219.0,10.0,965875.0,385.0,0.0,0,0.0,0,0.0,0,322668.0,7.0,1053503.0,360.0,2926.3972222222224
94509.0,292565.18,0.37,5811.0,2734.0,242.0,1.0,0.0,9085861.0,8788.0,21274.0,2,758514.4399999997,12,16842.0,1,79753.0,10.0,9998879.0,8700.0,1149.2964367816091
94510.0,391669.76,0.68,2188.0,1955.0,639.0,4.0,0.0,5612886.0,4786.0,0.0,0,8067.0,2,0.0,0,5055.0,1.0,6259009.0,4768.0,1312.7116191275168
94511.0,296800.5,0.43,159.0,119.0,0.0,0.0,0.0,339094.0,277.0,0.0,0,0.0,0,0.0,0,0.0,0.0,419430.0,307.0,1366.2214983713354
94512.0,370814.0,0.8,2.0,3.0,1.0,0.0,0.0,8623.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6498.0,5.0,1299.6
94513.0,410976.71,0.43,6349.639999999992,3565.099999999995,305.0,93.0,1.0,12270612.789999997,9509.059999999994,96244.0,3,102677.0,5,0.0,0,61080.0,5.0,14027102.329999998,9490.98,1477.9403528402756
94514.0,402410.78,0.37,135.0,72.0,2.0,0.0,0.0,324373.0,210.0,0.0,0,0.0,0,0.0,0,0.0,0.0,354003.0,203.0,1743.857142857143
94515.0,579584.54,1.4,213.0,381.0,181.0,195.0,12.0,1982373.0,981.0,9229.0,1,97941.0,5,2585.0,1,630757.6199999999,22.0,2080615.0,923.0,2254.187432286024
94516.0,561952.16,2.14,1.0,0.0,20.0,6.0,0.0,41062.0,26.0,0.0,0,0.0,0,0.0,0,0.0,0.0,49785.0,29.0,1716.7241379310344
94517.0,479344.96,0.74,1085.0,1092.0,352.0,29.0,5.0,3763325.0,2563.0,2643.0,1,70562.0,2,270.0,1,0.0,0.0,4385266.0,2617.0,1675.684371417654
94518.0,370681.57,0.44,2521.0,1442.0,183.0,8.0,0.0,4560309.0,4154.0,0.0,0,171.0,1,0.0,0,0.0,0.0,5061531.0,4124.0,1227.3353540252183
94519.0,302936.76,0.31,2350.0,1051.0,1.0,0.0,0.0,3128969.0,3402.0,0.0,0,94843.0,1,0.0,0,0.0,0.0,3504141.0,3395.0,1032.1475699558173
94520.0,259337.66,0.3,1927.0,767.0,23.0,0.0,0.0,2337304.0,2717.0,9987.0,1,6556.0,2,1037.0,1,0.0,0.0,2560348.0,2667.0,960.010498687664
94521.0,372165.0,0.41,4595.0,2486.0,261.0,5.0,0.0,8118181.0,7348.0,0.0,0,84724.0,6,0.0,0,0.0,0.0,9177684.0,7348.0,1249.0043549265106
94523.0,381283.35,0.62,2811.0,2010.0,523.0,116.0,2.0,6008543.0,5462.0,0.0,0,591660.0,9,0.0,0,0.0,0.0,6673756.0,5415.0,1232.4572483841182
94525.0,353825.97,1.16,157.0,187.0,239.0,7.0,0.0,707885.0,590.0,0.0,0,47219.0,1,0.0,0,0.0,0.0,809899.0,595.0,1361.1747899159664
94526.0,572430.78,1.01,1683.0,3019.0,1352.0,181.0,6.0,10281404.0,6239.0,0.0,0,483811.0,6,0.0,0,0.0,0.0,12085209.0,6324.0,1911.0071157495256
94528.0,1119562.8495999984,1.86,1.0,65.0,110.0,34.0,2.0,738986.0,212.0,0.0,0,0.0,0,0.0,0,0.0,0.0,942661.0,246.0,3831.9552845528456
94530.0,394341.37,0.61,2423.0,1433.0,597.0,45.0,1.0,5675570.0,4498.0,9504.0,1,211458.0,3,2263.0,1,0.0,0.0,6300982.0,4517.0,1394.9484170909896
94531.0,382116.22,0.4,4221.0,1963.0,328.0,1.0,0.0,8136797.0,6513.0,72398.0,5,366258.0,6,0.0,0,56884.0,7.0,8985564.0,6596.0,1362.2747119466344
94533.0,302618.93,0.36,6252.0,3028.0,147.0,11.0,2.0,9169103.0,9441.0,163308.0,14,208533.0,12,29292.0,5,630757.6199999999,56.31999999999971,10219149.0,9486.0,1077.2874762808349
94534.0,420735.83,0.66,3779.0,3010.0,831.0,117.0,31.0,9789965.0,7769.0,81129.0,9,104871.0,12,9218.0,4,630757.6199999999,56.31999999999971,11062634.0,7704.0,1435.9597611630322
94535.0,103706.0,0.33,2.0,1.0,0.0,0.0,0.0,2182.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1089.0,1.0,1089.0
94536.0,356049.71,0.28,6349.639999999992,2298.0,104.0,5.0,0.0,9022892.0,8943.0,0.0,0,11487.0,4,0.0,0,0.0,0.0,9908943.0,8843.0,1120.5408797919258
94538.0,295210.65,0.22,4885.0,1406.0,1.0,0.0,0.0,5429582.0,6292.0,37705.0,1,679609.0,4,20541.0,1,8340.0,1.0,5893842.0,6186.0,952.7710960232783
94539.0,493668.25,0.32,6349.639999999992,2051.0,378.0,18.0,5.0,11354253.0,9122.0,1320.0,1,233762.0,3,0.0,0,0.0,0.0,12433902.0,9029.0,1377.1073208550226
94541.0,302815.61,0.66,2832.0,1884.0,746.0,88.0,0.0,5808167.0,5550.0,0.0,0,152273.0,3,0.0,0,0.0,0.0,6478229.0,5527.0,1172.1058440383572
94542.0,482710.75,1.61,293.0,734.0,1116.0,343.0,5.0,3847930.0,2491.0,0.0,0,20804.0,3,0.0,0,0.0,0.0,4513062.0,2522.0,1789.47739888977
94544.0,288167.18,0.3,4969.0,1725.0,98.0,45.0,0.0,6758460.0,6837.0,0.0,0,318115.0,6,0.0,0,15031.0,1.0,7441069.0,6747.0,1102.8707573736476
94545.0,311219.61,0.26,3208.0,1118.0,2.0,0.0,0.0,4093362.0,4328.0,0.0,0,1375.0,1,0.0,0,0.0,0.0,4525033.0,4270.0,1059.7266978922717
